,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class,state_names
75,P000449,Rob,Portman,1955-12-19,M,R,False,400325,31819.0,7,599,4,0,OH,3,Ohio
76,R000122,Jack,Reed,1949-11-12,M,D,False,300081,24239.0,21,599,0,1,RI,2,Rhode Island
77,R000584,Jim,Risch,1943-05-03,M,R,False,412322,1020034.0,9,599,5,0,ID,2,Idaho
78,R000307,Pat,Roberts,1936-04-20,M,R,False,300083,16354.0,21,599,7,0,KS,2,Kansas
79,R000605,Mike,Rounds,1954-10-24,M,R,False,412669,78317.0,3,599,9,0,SD,2,South Dakota
80,R000595,Marco,Rubio,1971-05-28,M,R,False,412491,87599.0,7,599,35,0,FL,3,Florida
81,S000033,Bernard,Sanders,1941-09-08,M,ID,False,400357,994.0,11,599,15,1,VT,1,Vermont
82,S001197,Ben,Sasse,1972-02-22,M,R,False,412671,77429.0,3,599,6,0,NE,2,Nebraska
83,S001194,Brian,Schatz,1972-10-20,M,D,False,412507,87784.0,5,599,12,1,HI,3,Hawaii
84,S000148,Charles,Schumer,1950-11-23,M,D,Minority Leader,300087,5929.0,19,599,1,1,NY,3,New York
85,S001184,Tim,Scott,1965-09-19,M,R,False,412471,623506.0,5,599,5,0,SC,3,South Carolina
86,S001141,Jeff,Sessions,1946-12-24,M,R,False,300088,44441.0,21,599,39,2,AL,2,Alabama
87,S001181,Jeanne,Shaheen,1947-01-28,F,D,False,412323,22850.0,9,599,18,1,NH,2,New Hampshire
88,S000320,Richard,Shelby,1934-05-06,M,R,False,300089,1859.0,31,599,5,0,AL,3,Alabama
89,S001203,Tina,Smith,1958-03-04,F,D,False,412742,111313.0,1,599,0,0,MN,9,Minnesota
90,S000770,Debbie,Stabenow,1950-04-29,F,D,Policy Committee Chair,300093,45451.0,17,599,5,1,MI,1,Michigan
91,S001202,Luther,Strange,1953-03-01,M,R,False,412734,9278255.0,1,599,9,0,AL,2,Alabama
92,S001198,Dan,Sullivan,1964-11-13,M,R,False,412665,1023262.0,3,599,20,0,AK,2,Alaska
93,T000464,Jon,Tester,1956-08-21,M,D,False,412244,1020176.0,11,599,6,0,MT,1,Montana
94,T000250,John,Thune,1961-01-07,M,R,Conference Chair,400546,45552.0,13,599,0,0,SD,3,South Dakota
95,T000476,Thom,Tillis,1960-08-30,M,R,False,412668,77055.0,3,599,33,0,NC,2,North Carolina
96,T000461,Patrick,Toomey,1961-11-17,M,R,False,400408,7958.0,7,599,28,0,PA,3,Pennsylvania
97,U000039,Tom,Udall,1948-05-18,M,D,False,400413,10075.0,10,599,6,1,NM,2,New Mexico
98,V000128,Chris,Van Hollen,1959-01-10,M,D,False,400415,20756.0,1,599,4,1,MD,3,Maryland
99,W000805,Mark,Warner,1954-12-15,M,D,False,412321,7630.0,9,599,9,1,VA,2,Virginia
100,W000817,Elizabeth,Warren,1949-06-22,F,D,False,412542,1023023.0,5,599,0,1,MA,1,Massachusetts
101,W000802,Sheldon,Whitehouse,1955-10-20,M,D,False,412247,92235.0,11,599,4,1,RI,1,Rhode Island
102,W000437,Roger,Wicker,1951-07-05,M,R,False,400432,18203.0,11,599,2,0,MS,1,Mississippi
103,W000779,Ron,Wyden,1949-05-03,M,D,False,300100,1962.0,22,599,2,2,OR,3,Oregon
104,Y000064,Todd,Young,1972-08-24,M,R,False,412428,1033743.0,1,599,4,0,IN,3,Indiana
