,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class,state_names
18,C001070,Bob,Casey,1960-04-13,M,D,False,412246,47036.0,5,486,7,0,PA,1,Pennsylvania
19,C000286,Saxby,Chambliss,1943-11-10,M,R,False,300021,36571.0,9,486,16,0,GA,2,Georgia
20,C000542,Daniel,Coats,1943-05-16,M,R,False,402675,6080.0,1,486,4,0,IN,3,Indiana
21,C000560,Tom,Coburn,1948-03-14,M,R,False,400576,36751.0,7,486,32,1,OK,3,Oklahoma
22,C000567,Thad,Cochran,1937-12-07,M,R,False,300023,1200.0,33,486,4,0,MS,2,Mississippi
23,C001035,Susan,Collins,1952-12-07,F,R,False,300025,45738.0,15,486,0,0,ME,2,Maine
24,C000705,Kent,Conrad,1948-03-12,M,D,False,300026,2517.0,25,486,12,0,ND,1,North Dakota
25,C001088,Christopher,Coons,1963-09-09,M,D,False,412390,9269028.0,3,486,1,0,DE,2,Delaware
26,C001071,Bob,Corker,1952-08-24,M,R,False,412248,1021114.0,5,486,9,0,TN,1,Tennessee
27,C001056,John,Cornyn,1952-02-02,M,R,False,300027,93131.0,9,486,6,0,TX,2,Texas
28,C000880,Michael,Crapo,1951-05-20,M,R,False,300030,26440.0,13,486,8,0,ID,3,Idaho
29,D000595,Jim,DeMint,1951-09-02,M,R,False,400105,57895.0,7,486,55,0,SC,3,South Carolina
30,D000563,Richard,Durbin,1944-11-21,M,D,False,300038,6741.0,15,486,5,0,IL,2,Illinois
31,E000194,John,Ensign,1958-03-25,M,R,False,300040,37076.0,11,486,6,0,NV,1,Nevada
32,E000285,Michael,Enzi,1944-02-01,M,R,False,300041,45824.0,15,486,12,0,WY,2,Wyoming
33,F000062,Dianne,Feinstein,1933-06-22,F,D,False,300043,13061.0,19,486,9,0,CA,1,California
34,F000457,Al,Franken,1951-05-21,M,D,False,412378,23334.0,3,486,2,0,MN,2,Minnesota
35,G000555,Kirsten,Gillibrand,1966-12-09,F,D,False,412223,1022862.0,3,486,3,0,NY,1,New York
36,G000359,Lindsey,Graham,1955-07-09,M,R,False,300047,36782.0,9,486,12,0,SC,2,South Carolina
37,G000386,Charles,Grassley,1933-09-17,M,R,False,300048,1167.0,31,486,0,0,IA,3,Iowa
38,H001049,Kay,Hagan,1953-05-26,F,D,False,412324,1028015.0,3,486,9,0,NC,2,North Carolina
39,H000206,Tom,Harkin,1939-11-19,M,D,False,300051,2005.0,27,486,17,0,IA,2,Iowa
40,H000338,Orrin,Hatch,1934-03-22,M,R,False,300052,189.0,35,486,48,4,UT,1,Utah
41,H001041,Dean,Heller,1960-05-10,M,R,False,412218,1012368.0,1,486,30,0,NV,1,Nevada
42,H001061,John,Hoeven,1957-03-13,M,R,False,412494,85233.0,1,486,10,0,ND,3,North Dakota
43,H001016,Kay,Hutchison,1943-07-22,F,R,False,300054,24713.0,19,486,33,0,TX,1,Texas
44,I000024,James,Inhofe,1934-11-17,M,R,False,300055,5619.0,19,486,29,1,OK,2,Oklahoma
45,I000025,Daniel,Inouye,1924-09-07,M,D,False,300056,2568.0,43,486,36,0,HI,3,Hawaii
46,I000055,Johnny,Isakson,1944-12-28,M,R,False,400194,59135.0,7,486,11,0,GA,3,Georgia
47,J000291,Mike,Johanns,1950-06-18,M,R,False,412320,56552.0,3,486,2,0,NE,2,Nebraska
48,J000177,Tim,Johnson,1946-12-28,M,D,False,300058,2545.0,15,486,5,0,SD,2,South Dakota
49,J000293,Ron,Johnson,1955-04-08,M,R,False,412496,62835.0,1,486,1,0,WI,3,Wisconsin
50,K000148,John,Kerry,1943-12-11,M,D,False,300060,1485.0,27,486,25,0,MA,2,Massachusetts
51,K000360,Mark,Kirk,1959-09-15,M,R,False,400222,85221.0,3,486,263,0,IL,3,Illinois
52,K000367,Amy,Klobuchar,1960-05-25,F,D,False,412242,83701.0,5,486,2,0,MN,1,Minnesota
53,K000305,Herb,Kohl,1935-02-07,M,D,False,300061,4030.0,23,486,17,0,WI,1,Wisconsin
54,K000352,Jon,Kyl,1942-04-25,M,R,False,300062,,17,486,4,0,AZ,1,Arizona
55,L000550,Mary,Landrieu,1955-11-23,F,D,False,300063,22357.0,15,486,14,0,LA,2,Louisiana
56,L000123,Frank,Lautenberg,1924-01-23,M,D,False,300064,2515.0,27,486,37,0,NJ,2,New Jersey
57,L000174,Patrick,Leahy,1940-03-31,M,D,False,300065,1552.0,37,486,11,0,VT,3,Vermont
58,L000577,Mike,Lee,1971-06-04,M,R,False,412495,9267977.0,1,486,13,1,UT,3,Utah
59,L000261,Carl,Levin,1934-06-28,M,D,False,300066,2592.0,33,486,0,0,MI,2,Michigan
60,L000304,Joseph,Lieberman,1942-02-24,M,I,False,300067,4363.0,23,486,19,0,CT,1,Connecticut
61,L000504,Richard,Lugar,1932-04-04,M,R,False,300070,255.0,35,486,6,0,IN,1,Indiana
62,M001183,Joe,Manchin,1947-08-24,M,D,False,412391,62864.0,3,486,3,0,WV,1,West Virginia
63,M000303,John,McCain,1936-08-29,M,R,False,300071,7476.0,25,486,30,0,AZ,3,Arizona
64,M001170,Claire,McCaskill,1953-07-24,F,D,False,412243,1012014.0,5,486,17,0,MO,1,Missouri
65,M000355,Mitch,McConnell,1942-02-20,M,R,False,300072,2351.0,27,486,0,0,KY,2,Kentucky
66,M000639,Robert,Menendez,1954-01-01,M,D,False,400272,29608.0,6,486,13,0,NJ,1,New Jersey
67,M001176,Jeff,Merkley,1956-10-24,M,D,False,412325,1029842.0,3,486,7,0,OR,2,Oregon
68,M000702,Barbara,Mikulski,1936-07-20,F,D,False,300073,1396.0,25,486,7,0,MD,3,Maryland
69,M000934,Jerry,Moran,1954-05-29,M,R,False,400284,45469.0,1,486,25,0,KS,3,Kansas
70,M001153,Lisa,Murkowski,1957-05-22,F,R,False,300075,1004138.0,11,486,24,0,AK,3,Alaska
71,M001111,Patty,Murray,1950-10-11,F,D,False,300076,25277.0,19,486,8,0,WA,3,Washington
72,N000032,Bill,Nelson,1942-09-29,M,D,False,300078,1931.0,11,486,3,0,FL,1,Florida
73,N000180,Ben,Nelson,1941-05-17,M,D,False,300077,16991.0,11,486,4,0,NE,1,Nebraska
74,P000603,Rand,Paul,1963-01-07,M,R,False,412492,9265241.0,1,486,21,3,KY,3,Kentucky
75,P000449,Rob,Portman,1955-12-19,M,R,False,400325,31819.0,1,486,5,0,OH,3,Ohio
76,P000590,Mark,Pryor,1963-01-10,M,D,False,300080,1002201.0,9,486,8,0,AR,2,Arkansas
77,R000122,Jack,Reed,1949-11-12,M,D,False,300081,24239.0,15,486,2,0,RI,2,Rhode Island
78,R000146,Harry,Reid,1939-12-02,M,D,False,300082,1683.0,25,486,1,0,NV,3,Nevada
79,R000584,Jim,Risch,1943-05-03,M,R,False,412322,1020034.0,3,486,13,0,ID,2,Idaho
80,R000307,Pat,Roberts,1936-04-20,M,R,False,300083,16354.0,15,486,19,0,KS,2,Kansas
81,R000361,John,Rockefeller,1937-06-18,M,D,False,300084,1238.0,27,486,45,0,WV,2,West Virginia
82,R000595,Marco,Rubio,1971-05-28,M,R,False,412491,87599.0,1,486,32,0,FL,3,Florida
83,S000033,Bernard,Sanders,1941-09-08,M,ID,False,400357,994.0,5,486,16,0,VT,1,Vermont
84,S001194,Brian,Schatz,1972-10-20,M,D,False,412507,87784.0,1,486,0,0,HI,3,Hawaii
85,S000148,Charles,Schumer,1950-11-23,M,D,False,300087,5929.0,13,486,9,1,NY,3,New York
86,S001141,Jeff,Sessions,1946-12-24,M,R,False,300088,44441.0,15,486,7,0,AL,2,Alabama
87,S001181,Jeanne,Shaheen,1947-01-28,F,D,False,412323,22850.0,3,486,6,0,NH,2,New Hampshire
88,S000320,Richard,Shelby,1934-05-06,M,R,False,300089,1859.0,25,486,3,0,AL,3,Alabama
89,S000663,Olympia,Snowe,1947-02-21,F,R,False,300091,,17,486,0,8,ME,1,Maine
90,S000770,Debbie,Stabenow,1950-04-29,F,D,False,300093,45451.0,11,486,7,0,MI,1,Michigan
91,T000464,Jon,Tester,1956-08-21,M,D,False,412244,1020176.0,5,486,3,0,MT,1,Montana
92,T000250,John,Thune,1961-01-07,M,R,False,400546,45552.0,7,486,11,0,SD,3,South Dakota
93,T000461,Patrick,Toomey,1961-11-17,M,R,False,400408,7958.0,1,486,9,0,PA,3,Pennsylvania
94,U000038,Mark,Udall,1950-07-18,M,D,False,400412,7634.0,4,486,9,0,CO,2,Colorado
95,U000039,Tom,Udall,1948-05-18,M,D,False,400413,10075.0,4,486,13,0,NM,2,New Mexico
96,V000127,David,Vitter,1961-05-03,M,R,False,400418,60672.0,7,486,40,0,LA,3,Louisiana
97,W000805,Mark,Warner,1954-12-15,M,D,False,412321,7630.0,3,486,23,0,VA,2,Virginia
98,W000803,Jim,Webb,1946-02-09,M,D,False,412249,1914.0,5,486,21,0,VA,1,Virginia
99,W000802,Sheldon,Whitehouse,1955-10-20,M,D,False,412247,92235.0,5,486,3,0,RI,3,Rhode Island
100,W000437,Roger,Wicker,1951-07-05,M,R,False,400432,18203.0,5,486,14,0,MS,1,Mississippi
101,W000779,Ron,Wyden,1949-05-03,M,D,False,300100,1962.0,16,486,16,0,OR,3,Oregon
