,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
79,P000556,David,Pryor,1934-08-29,M,D,False,408939,,13,550,172,1,AR,2
80,R000146,Harry,Reid,1939-12-02,M,D,False,300082,1683.0,5,550,8,0,NV,3
81,R000249,Donald,Riegle,1938-02-04,M,D,False,409225,,15,550,17,0,MI,1
82,R000295,Charles,Robb,1939-06-26,M,D,False,400564,,3,550,0,0,VA,1
83,R000361,John,Rockefeller,1937-06-18,M,D,False,300084,1238.0,7,550,8,0,WV,2
84,R000460,William,Roth,1921-07-22,M,R,False,400565,,21,550,36,1,DE,1
85,R000497,Warren,Rudman,1930-05-18,M,R,False,409456,,11,550,13,0,NH,3
86,S000055,James,Sanford,1917-08-20,M,D,False,409562,,5,550,46,0,NC,3
87,S000064,Paul,Sarbanes,1933-02-03,M,D,False,300086,,15,550,0,0,MD,1
88,S000068,James,Sasser,1936-09-30,M,D,False,409580,,15,550,2,0,TN,1
89,S000269,John,Seymour,1937-12-03,M,R,False,409770,,1,550,54,0,CA,1
90,S000320,Richard,Shelby,1934-05-06,M,D,False,300089,1859.0,5,550,0,0,AL,3
91,S000423,Paul,Simon,1928-11-29,M,D,False,409917,,7,550,7,0,IL,2
92,S000429,Alan,Simpson,1931-09-02,M,R,False,409923,378.0,13,550,8,0,WY,2
93,S000606,Bob,Smith,1941-03-30,M,R,False,300155,,1,550,2,0,NH,2
94,S000709,Arlen,Specter,1930-02-12,M,R,False,300092,,11,550,15,0,PA,3
95,S000888,Ted,Stevens,1923-11-18,M,R,False,300094,,23,550,14,0,AK,2
96,S001138,Steven,Symms,1938-04-23,,R,False,410588,,11,550,24,1,ID,3
97,T000254,Strom,Thurmond,1902-12-05,M,R,False,300157,,36,550,3,0,SC,2
98,W000092,Malcolm,Wallop,1933-02-27,M,R,False,411271,,15,550,28,0,WY,1
99,W000154,John,Warner,1927-02-18,M,R,False,300099,,13,550,12,0,VA,2
100,W000288,Paul,Wellstone,1944-07-21,M,D,False,400566,,1,550,18,0,MN,2
102,W000647,Timothy,Wirth,1939-09-22,M,D,False,411801,,5,550,69,0,CO,3
