,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
31,E000112,Allen,Ellender,1890-09-24,,D,,403803,,23,,,,LA,2
32,E000181,Clair,Engle,1911-09-21,,D,,403870,,1,,,,CA,1
33,E000210,Joseph,Ervin,1901-03-03,M,D,,403897,,5,,,,NC,3
34,F000245,Hiram,Fong,1906-10-15,,R,,404199,,1,,,,HI,1
35,F000356,Joseph,Frear,1903-03-07,M,D,,404303,,11,,,,DE,2
36,F000401,James,Fulbright,1905-04-09,M,D,,404343,,15,,,,AR,3
37,G000267,Barry,Goldwater,1909-01-01,M,R,,404629,,7,,,,AZ,1
38,G000320,Albert,Gore,1907-12-26,M,D,,404678,,7,,,,TN,1
39,G000418,Theodore,Green,1867-10-02,M,D,,404766,,23,,,,RI,2
40,G000508,Ernest,Gruening,1887-02-06,M,D,,404853,,1,,,,AK,3
41,H000291,Philip,Hart,1912-12-10,M,D,,405164,,1,,,,MI,1
42,H000297,Rupert,Hartke,1919-05-31,M,D,,405170,,1,,,,IN,1
43,H000385,Carl,Hayden,1877-10-02,M,D,,405253,,32,,,,AZ,3
44,H000502,Thomas,Hennings,1903-06-25,M,D,,405365,,9,,,,MO,3
45,H000559,Bourke,Hickenlooper,1896-07-21,,R,,405421,,15,,,,IA,3
46,H000598,Joseph,Hill,1894-12-29,M,D,,405460,,22,,,,AL,3
47,H000720,Spessard,Holland,1892-07-10,,D,,405572,,13,,,,FL,1
48,H000875,Roman,Hruska,1904-08-16,,R,,405721,,5,,,,NE,1
49,H000953,Hubert,Humphrey,1911-05-27,M,I,,405797,,11,,,,MN,2
50,J000013,Henry,Jackson,1912-05-31,M,D,,405920,,7,,,,WA,1
51,J000064,Jacob,Javits,1904-05-18,M,R,,405969,,3,,,,NY,3
52,J000160,Lyndon,Johnson,,,D,,406058,,11,,,,TX,2
53,J000195,Olin,Johnston,1896-11-18,,D,,406090,,15,,,,SC,3
54,J000267,Benjamin,Jordan,1896-09-08,M,D,,406159,,1,,,,NC,2
55,K000036,Kenneth,Keating,1900-05-18,M,R,,406206,,1,,,,NY,1
56,K000044,Carey,Kefauver,1903-07-26,M,D,,406214,,11,,,,TN,2
57,K000107,John,Kennedy,1917-05-29,M,D,,406274,,7,,,,MA,1
58,K000144,Robert,Kerr,1896-09-11,M,D,,406310,,11,,,,OK,2
59,K000335,Thomas,Kuchel,1910-08-15,M,R,,406489,,7,,,,CA,3
60,L000070,William,Langer,1886-09-30,M,R,,406579,,19,,,,ND,1
61,L000122,Frank,Lausche,1895-11-14,M,D,,406628,,3,,,,OH,3
62,L000425,Oren,Long,1889-03-04,M,D,,406915,,1,,,,HI,3
63,L000415,Edward,Long,1908-07-18,M,D,,406906,,1,,,,MO,3
64,L000428,Russell,Long,1918-11-03,,D,,406918,,11,,,,LA,3
65,L000520,Hall,Lusk,1883-09-21,M,D,,407005,,1,,,,OR,2
66,M000053,Warren,Magnuson,1905-04-12,M,D,,407081,,15,,,,WA,3
67,M000113,Michael,Mansfield,1903-03-16,M,D,,407137,,7,,,,MT,1
68,M000199,Thomas,Martin,1893-01-18,M,R,,407219,,6,,,,IA,2
69,M000311,Eugene,McCarthy,1916-03-29,M,I,,407324,,1,,,,MN,1
70,M000332,John,McClellan,1896-02-25,M,D,,407342,,17,,,,AR,2
71,M000445,Gale,McGee,1915-03-17,,D,,407444,,1,,,,WY,1
72,M000582,Patrick,McNamara,1894-10-04,M,D,,407573,,5,,,,MI,2
73,M000859,Almer,Monroney,1902-03-02,,D,,407832,,9,,,,OK,3
74,M001014,Wayne,Morse,1900-10-20,,D,,407981,,15,,,,OR,3
75,M001022,Thruston,Morton,1907-08-19,,R,,407989,,3,,,,KY,3
76,M001033,Frank,Moss,1911-09-23,M,D,,408000,,1,,,,UT,1
77,M001078,Karl,Mundt,1900-06-03,,R,,408043,,11,,,,SD,2
78,M001108,James,Murray,1876-05-03,M,D,,408072,,25,,,,MT,2
79,M001121,Edmund,Muskie,1914-03-28,M,D,,408083,,1,,,,ME,1
80,N000052,Maurine,Neuberger,1907-01-09,F,D,,408140,,1,,,,OR,2
81,N000053,Richard,Neuberger,1912-12-26,M,D,,408141,,5,,,,OR,2
82,O000088,Joseph,O?Mahoney,1884-11-05,M,D,,408296,,24,,,,WY,2
83,P000100,John,Pastore,1907-03-17,M,D,,408508,,9,,,,RI,1
84,P000552,Winston,Prouty,1906-09-01,M,R,,408936,,1,,,,VT,1
85,P000553,William,Proxmire,1915-11-11,M,D,,408937,,2,,,,WI,1
86,R000046,Jennings,Randolph,1902-03-08,M,D,,409027,,1,,,,WV,2
87,R000317,Absalom,Robertson,1887-05-27,M,D,,409288,,13,,,,VA,2
88,R000536,Richard,Russell,1897-11-02,M,D,,409493,,27,,,,GA,2
89,S000021,Leverett,Saltonstall,1892-09-01,M,R,,409540,,15,,,,MA,2
90,S000138,Andrew,Schoeppel,1894-11-23,M,R,,409646,,11,,,,KS,2
91,S000174,Hugh,Scott,1900-11-11,M,R,,409680,,1,,,,PA,1
92,S000505,George,Smathers,1913-11-14,M,D,,409992,,9,,,,FL,3
93,S000590,Margaret,Smith,1897-12-14,F,R,,410070,,11,,,,ME,2
94,S000517,Benjamin,Smith,1916-03-26,M,D,,410001,,1,,,,MA,1
95,S000701,John,Sparkman,,M,D,,410172,,13,,,,AL,2
96,S000852,John,Stennis,1901-08-03,M,D,,410315,,12,,,,MS,1
97,S001136,William,Symington,1901-06-26,M,D,,410586,,7,,,,MO,1
98,T000035,Herman,Talmadge,1913-08-09,M,D,,410624,,3,,,,GA,3
99,T000254,Strom,Thurmond,1902-12-05,M,D,,300157,,4,,,,SC,2
100,W000465,Alexander,Wiley,1884-05-26,M,R,,411622,,21,,,,WI,3
101,W000518,John,Williams,1904-05-17,M,R,,411675,,14,,,,DE,1
102,W000502,Harrison,Williams,1919-12-10,,D,,411659,,1,,,,NJ,1
103,Y000006,Ralph,Yarborough,1903-06-08,M,D,,411940,,2,,,,TX,1
104,Y000053,Stephen,Young,1889-05-04,M,D,,411985,,1,,,,OH,1
105,Y000047,Milton,Young,1897-12-06,M,R,,411979,,16,,,,ND,3
