,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class,state_names
74,M001085,Frank,Murkowski,1933-03-28,M,R,False,300150,,9,638,21,0,AK,3,Alaska
75,N000102,Don,Nickles,1948-12-06,M,R,False,300079,,9,638,9,0,OK,3,Oklahoma
76,N000171,Samuel,Nunn,1938-09-08,M,D,False,408252,,17,638,11,0,GA,2,Georgia
77,P000009,Robert,Packwood,1932-09-11,M,R,False,408420,,21,638,20,0,OR,3,Oregon
78,P000193,Claiborne,Pell,1918-11-22,M,D,False,408597,,29,638,22,2,RI,2,Rhode Island
79,P000513,Larry,Pressler,1942-03-29,,R,False,408898,,11,638,12,0,SD,2,South Dakota
80,P000556,David,Pryor,1934-08-29,M,D,False,408939,,11,638,17,0,AR,2,Arkansas
81,R000146,Harry,Reid,1939-12-02,M,D,False,300082,1683.0,3,638,4,0,NV,3,Nevada
82,R000249,Donald,Riegle,1938-02-04,M,D,False,409225,,13,638,27,0,MI,1,Michigan
83,R000295,Charles,Robb,1939-06-26,M,D,False,400564,,1,638,0,0,VA,1,Virginia
84,R000361,John,Rockefeller,1937-06-18,M,D,False,300084,1238.0,5,638,6,0,WV,2,West Virginia
85,R000460,William,Roth,1921-07-22,M,R,False,400565,,19,638,10,0,DE,1,Delaware
86,R000497,Warren,Rudman,1930-05-18,M,R,False,409456,,9,638,19,0,NH,3,New Hampshire
87,S000055,James,Sanford,1917-08-20,M,D,False,409562,,3,638,24,2,NC,3,North Carolina
88,S000064,Paul,Sarbanes,1933-02-03,M,D,False,300086,,13,638,4,0,MD,1,Maryland
89,S000068,James,Sasser,1936-09-30,M,D,False,409580,,13,638,15,0,TN,1,Tennessee
90,S000320,Richard,Shelby,1934-05-06,M,D,False,300089,1859.0,3,638,0,0,AL,3,Alabama
91,S000423,Paul,Simon,1928-11-29,M,D,False,409917,,5,638,8,0,IL,2,Illinois
92,S000429,Alan,Simpson,1931-09-02,M,R,False,409923,378.0,11,638,28,0,WY,2,Wyoming
93,S000709,Arlen,Specter,1930-02-12,M,R,False,300092,,9,638,1,0,PA,3,Pennsylvania
94,S000888,Ted,Stevens,1923-11-18,M,R,False,300094,,21,638,14,1,AK,2,Alaska
95,S001138,Steven,Symms,1938-04-23,,R,False,410588,,9,638,20,0,ID,3,Idaho
96,T000254,Strom,Thurmond,1902-12-05,M,R,False,300157,,34,638,1,0,SC,2,South Carolina
97,W000092,Malcolm,Wallop,1933-02-27,M,R,False,411271,,13,638,49,0,WY,1,Wyoming
98,W000154,John,Warner,1927-02-18,M,R,False,300099,,11,638,6,0,VA,2,Virginia
99,W000607,Pete,Wilson,1933-08-23,M,R,False,411762,,7,638,98,0,CA,1,California
100,W000647,Timothy,Wirth,1939-09-22,M,D,False,411801,,3,638,10,0,CO,3,Colorado
