,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
89,R000361,John,Rockefeller,1937-06-18,M,D,False,300084,1238.0,25,696,71,0,WV,2
91,S000033,Bernard,Sanders,1941-09-08,M,ID,False,400357,994.0,3,696,9,0,VT,1
92,S000148,Charles,Schumer,1950-11-23,M,D,False,300087,5929.0,11,696,3,0,NY,3
93,S001141,Jeff,Sessions,1946-12-24,M,R,False,300088,44441.0,13,696,26,0,AL,2
94,S001181,Jeanne,Shaheen,1947-01-28,F,D,False,412323,22850.0,1,696,12,0,NH,2
95,S000320,Richard,Shelby,1934-05-06,M,R,False,300089,1859.0,23,696,5,0,AL,3
96,S000663,Olympia,Snowe,1947-02-21,F,R,False,300091,,15,696,0,0,ME,1
99,S000770,Debbie,Stabenow,1950-04-29,F,D,False,300093,45451.0,9,696,6,0,MI,1
100,T000464,Jon,Tester,1956-08-21,M,D,False,412244,1020176.0,3,696,5,1,MT,1
101,T000250,John,Thune,1961-01-07,M,R,False,400546,45552.0,5,696,5,0,SD,3
102,U000038,Mark,Udall,1950-07-18,M,D,False,400412,7634.0,2,696,6,0,CO,2
103,U000039,Tom,Udall,1948-05-18,M,D,False,400413,10075.0,2,696,6,0,NM,2
104,V000127,David,Vitter,1961-05-03,M,R,False,400418,60672.0,5,696,39,0,LA,3
105,V000126,George,Voinovich,1936-07-15,M,R,False,300098,1783.0,11,696,33,0,OH,3
106,W000805,Mark,Warner,1954-12-15,M,D,False,412321,7630.0,1,696,21,0,VA,2
107,W000803,Jim,Webb,1946-02-09,M,D,False,412249,1914.0,3,696,9,0,VA,1
108,W000802,Sheldon,Whitehouse,1955-10-20,M,D,False,412247,92235.0,3,696,13,0,RI,3
109,W000437,Roger,Wicker,1951-07-05,M,R,False,400432,18203.0,3,696,9,0,MS,1
110,W000779,Ron,Wyden,1949-05-03,M,D,False,300100,1962.0,14,696,26,0,OR,3
