,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
25,C000758,John,Cooper,1901-08-23,M,R,,402878,,9,,,,KY,2
26,C000802,Norris,Cotton,,,R,,402921,,7,,,,NH,3
27,C001006,Carl,Curtis,1905-03-15,M,R,,403113,,7,,,,NE,2
28,D000360,Everett,Dirksen,1896-01-04,,R,,403477,,11,,,,IL,3
29,D000390,Thomas,Dodd,1907-05-15,M,D,,403505,,3,,,,CT,1
30,D000456,Paul,Douglas,1892-03-26,M,D,,403566,,13,,,,IL,2
31,D000585,Henry,Dworshak,1894-08-29,M,R,,403688,,14,,,,ID,2
32,E000018,James,Eastland,1904-11-28,M,D,,403714,,19,,,,MS,2
33,E000112,Allen,Ellender,1890-09-24,,D,,403803,,25,,,,LA,2
34,E000181,Clair,Engle,1911-09-21,,D,,403870,,3,,,,CA,1
35,E000210,Joseph,Ervin,1901-03-03,M,D,,403897,,7,,,,NC,3
36,F000245,Hiram,Fong,1906-10-15,,R,,404199,,2,,,,HI,1
37,F000401,James,Fulbright,1905-04-09,M,D,,404343,,17,,,,AR,3
38,G000267,Barry,Goldwater,1909-01-01,M,R,,404629,,9,,,,AZ,1
39,G000320,Albert,Gore,1907-12-26,M,D,,404678,,9,,,,TN,1
40,G000508,Ernest,Gruening,1887-02-06,M,D,,404853,,3,,,,AK,3
41,H000291,Philip,Hart,1912-12-10,M,D,,405164,,3,,,,MI,1
42,H000297,Rupert,Hartke,1919-05-31,M,D,,405170,,3,,,,IN,1
43,H000385,Carl,Hayden,1877-10-02,M,D,,405253,,34,,,,AZ,3
44,H000559,Bourke,Hickenlooper,1896-07-21,,R,,405421,,17,,,,IA,3
45,H000561,John,Hickey,1911-08-22,M,D,,405423,,1,,,,WY,2
46,H000598,Joseph,Hill,1894-12-29,M,D,,405460,,23,,,,AL,3
47,H000720,Spessard,Holland,1892-07-10,,D,,405572,,15,,,,FL,1
48,H000875,Roman,Hruska,1904-08-16,,R,,405721,,7,,,,NE,1
49,H000953,Hubert,Humphrey,1911-05-27,M,I,,405797,,13,,,,MN,2
50,J000013,Henry,Jackson,1912-05-31,M,D,,405920,,9,,,,WA,1
51,J000064,Jacob,Javits,1904-05-18,M,R,,405969,,5,,,,NY,3
52,J000160,Lyndon,Johnson,,,D,,406058,,13,,,,TX,2
53,J000195,Olin,Johnston,1896-11-18,,D,,406090,,17,,,,SC,3
54,J000267,Benjamin,Jordan,1896-09-08,M,D,,406159,,3,,,,NC,2
55,J000269,Leonard,Jordan,1899-05-15,M,R,,406161,,1,,,,ID,2
56,K000036,Kenneth,Keating,1900-05-18,M,R,,406206,,3,,,,NY,1
57,K000044,Carey,Kefauver,1903-07-26,M,D,,406214,,13,,,,TN,2
58,K000105,Edward,Kennedy,1932-02-22,M,D,,300059,,1,,,,MA,1
59,K000144,Robert,Kerr,1896-09-11,M,D,,406310,,13,,,,OK,2
60,K000335,Thomas,Kuchel,1910-08-15,M,R,,406489,,9,,,,CA,3
61,L000122,Frank,Lausche,1895-11-14,M,D,,406628,,5,,,,OH,3
62,L000425,Oren,Long,1889-03-04,M,D,,406915,,2,,,,HI,3
63,L000415,Edward,Long,1908-07-18,M,D,,406906,,1,,,,MO,3
64,L000428,Russell,Long,1918-11-03,,D,,406918,,13,,,,LA,3
65,M000053,Warren,Magnuson,1905-04-12,M,D,,407081,,17,,,,WA,3
66,M000113,Michael,Mansfield,1903-03-16,M,D,,407137,,9,,,,MT,1
67,M000311,Eugene,McCarthy,1916-03-29,M,I,,407324,,3,,,,MN,1
68,M000332,John,McClellan,1896-02-25,M,D,,407342,,19,,,,AR,2
69,M000445,Gale,McGee,1915-03-17,,D,,407444,,3,,,,WY,1
70,M000486,Thomas,McIntyre,1915-02-20,M,D,,407481,,1,,,,NH,2
71,M000582,Patrick,McNamara,1894-10-04,M,D,,407573,,7,,,,MI,2
72,M000623,Edwin,Mechem,1912-07-02,M,R,,407612,,1,,,,NM,1
73,M000671,Lee,Metcalf,1911-01-28,,D,,407656,,1,,,,MT,2
74,M000730,Jack,Miller,1916-06-06,M,R,,407709,,1,,,,IA,2
75,M000859,Almer,Monroney,1902-03-02,,D,,407832,,11,,,,OK,3
76,M001014,Wayne,Morse,1900-10-20,,D,,407981,,17,,,,OR,3
77,M001022,Thruston,Morton,1907-08-19,,R,,407989,,5,,,,KY,3
78,M001033,Frank,Moss,1911-09-23,M,D,,408000,,3,,,,UT,1
79,M001078,Karl,Mundt,1900-06-03,,R,,408043,,13,,,,SD,2
80,M001100,Maurice,Murphy,1927-10-03,,R,,408064,,1,,,,NH,2
81,M001121,Edmund,Muskie,1914-03-28,M,D,,408083,,3,,,,ME,1
82,N000052,Maurine,Neuberger,1907-01-09,F,D,,408140,,1,,,,OR,2
83,P000100,John,Pastore,1907-03-17,M,D,,408508,,11,,,,RI,1
84,P000166,James,Pearson,1920-05-07,M,R,,408571,,1,,,,KS,2
85,P000193,Claiborne,Pell,1918-11-22,M,D,,408597,,1,,,,RI,2
86,P000552,Winston,Prouty,1906-09-01,M,R,,408936,,3,,,,VT,1
87,P000553,William,Proxmire,1915-11-11,M,D,,408937,,4,,,,WI,1
88,R000046,Jennings,Randolph,1902-03-08,M,D,,409027,,3,,,,WV,2
89,R000317,Absalom,Robertson,1887-05-27,M,D,,409288,,15,,,,VA,2
90,R000536,Richard,Russell,1897-11-02,M,D,,409493,,28,,,,GA,2
91,S000021,Leverett,Saltonstall,1892-09-01,M,R,,409540,,17,,,,MA,2
92,S000138,Andrew,Schoeppel,1894-11-23,M,R,,409646,,13,,,,KS,2
93,S000174,Hugh,Scott,1900-11-11,M,R,,409680,,3,,,,PA,1
94,S000434,Milward,Simpson,1897-11-12,M,R,,409928,,1,,,,WY,2
95,S000505,George,Smathers,1913-11-14,M,D,,409992,,11,,,,FL,3
96,S000517,Benjamin,Smith,1916-03-26,M,D,,410001,,1,,,,MA,1
97,S000590,Margaret,Smith,1897-12-14,F,R,,410070,,13,,,,ME,2
98,S000701,John,Sparkman,,M,D,,410172,,15,,,,AL,2
99,S000852,John,Stennis,1901-08-03,M,D,,410315,,14,,,,MS,1
100,S001136,William,Symington,1901-06-26,M,D,,410586,,9,,,,MO,1
101,T000035,Herman,Talmadge,1913-08-09,M,D,,410624,,5,,,,GA,3
102,T000254,Strom,Thurmond,1902-12-05,M,D,,300157,,6,,,,SC,2
103,T000322,John,Tower,1925-09-29,M,R,,410894,,1,,,,TX,2
104,W000465,Alexander,Wiley,1884-05-26,M,R,,411622,,23,,,,WI,3
105,W000502,Harrison,Williams,1919-12-10,,D,,411659,,3,,,,NJ,1
106,W000518,John,Williams,1904-05-17,M,R,,411675,,15,,,,DE,1
107,Y000006,Ralph,Yarborough,1903-06-08,M,D,,411940,,4,,,,TX,1
108,Y000053,Stephen,Young,1889-05-04,M,D,,411985,,3,,,,OH,1
109,Y000047,Milton,Young,1897-12-06,M,R,,411979,,16,,,,ND,3
