,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class,state_names
39,E000194,John,Ensign,1958-03-25,M,R,False,300040,37076.0,3,675,14,0,NV,1,Nevada
40,E000285,Michael,Enzi,1944-02-01,M,R,False,300041,45824.0,7,675,4,0,WY,2,Wyoming
41,F000061,Russ,Feingold,1953-03-02,M,D,False,300042,,11,675,0,0,WI,3,Wisconsin
42,F000062,Dianne,Feinstein,1933-06-22,F,D,False,300043,13061.0,11,675,11,0,CA,1,California
43,F000442,Peter,Fitzgerald,1960-10-20,M,R,False,300044,,5,675,13,0,IL,3,Illinois
44,F000439,William,Frist,1952-02-22,M,R,False,300045,,9,675,3,0,TN,1,Tennessee
45,G000352,Bob,Graham,1936-11-09,M,D,False,300046,,17,675,170,0,FL,3,Florida
46,G000359,Lindsey,Graham,1955-07-09,M,R,False,300047,36782.0,1,675,11,0,SC,2,South Carolina
47,G000386,Charles,Grassley,1933-09-17,M,R,False,300048,1167.0,23,675,0,0,IA,3,Iowa
48,G000445,Judd,Gregg,1947-02-14,M,R,False,300049,,11,675,16,0,NH,3,New Hampshire
49,H001028,Chuck,Hagel,1946-10-04,M,R,False,300050,,7,675,20,0,NE,2,Nebraska
50,H000206,Tom,Harkin,1939-11-19,M,D,False,300051,2005.0,19,675,33,0,IA,2,Iowa
51,H000338,Orrin,Hatch,1934-03-22,M,R,False,300052,189.0,27,675,7,0,UT,1,Utah
52,H000725,Ernest,Hollings,1922-01-01,M,D,False,300053,,37,675,50,0,SC,3,South Carolina
53,H001016,Kay,Hutchison,1943-07-22,F,R,False,300054,24713.0,11,675,12,0,TX,1,Texas
54,I000024,James,Inhofe,1934-11-17,M,R,False,300055,5619.0,11,675,23,0,OK,2,Oklahoma
55,I000025,Daniel,Inouye,1924-09-07,M,D,False,300056,2568.0,35,675,66,0,HI,3,Hawaii
56,J000072,James,Jeffords,1934-05-11,M,I,False,300057,,15,675,25,0,VT,1,Vermont
57,J000177,Tim,Johnson,1946-12-28,M,D,False,300058,2545.0,7,675,40,0,SD,2,South Dakota
58,K000105,Edward,Kennedy,1932-02-22,M,D,False,300059,,41,675,27,0,MA,1,Massachusetts
59,K000148,John,Kerry,1943-12-11,M,D,False,300060,1485.0,19,675,488,0,MA,2,Massachusetts
60,K000305,Herb,Kohl,1935-02-07,M,D,False,300061,4030.0,15,675,7,2,WI,1,Wisconsin
61,K000352,Jon,Kyl,1942-04-25,M,R,False,300062,,9,675,7,0,AZ,1,Arizona
62,L000550,Mary,Landrieu,1955-11-23,F,D,False,300063,22357.0,7,675,14,0,LA,2,Louisiana
63,L000123,Frank,Lautenberg,1924-01-23,M,D,False,300064,2515.0,19,675,19,0,NJ,2,New Jersey
64,L000174,Patrick,Leahy,1940-03-31,M,D,False,300065,1552.0,29,675,13,0,VT,3,Vermont
65,L000261,Carl,Levin,1934-06-28,M,D,False,300066,2592.0,25,675,0,0,MI,2,Michigan
66,L000304,Joseph,Lieberman,1942-02-24,M,D,False,300067,4363.0,15,675,264,0,CT,1,Connecticut
67,L000035,Blanche,Lincoln,1960-09-30,F,D,False,300068,26202.0,5,675,8,0,AR,3,Arkansas
68,L000447,Trent,Lott,1941-10-09,M,R,False,300069,1886.0,15,675,20,1,MS,1,Mississippi
69,L000504,Richard,Lugar,1932-04-04,M,R,False,300070,255.0,27,675,15,0,IN,1,Indiana
70,M000303,John,McCain,1936-08-29,M,R,False,300071,7476.0,17,675,12,0,AZ,3,Arizona
71,M000355,Mitch,McConnell,1942-02-20,M,R,False,300072,2351.0,19,675,24,0,KY,2,Kentucky
72,M000702,Barbara,Mikulski,1936-07-20,F,D,False,300073,1396.0,17,675,16,0,MD,3,Maryland
73,M001141,Zell,Miller,1932-02-24,M,D,False,300074,,5,675,121,0,GA,3,Georgia
74,M001153,Lisa,Murkowski,1957-05-22,F,R,False,300075,1004138.0,3,675,37,0,AK,3,Alaska
75,M001111,Patty,Murray,1950-10-11,F,D,False,300076,25277.0,11,675,9,0,WA,3,Washington
76,N000032,Bill,Nelson,1942-09-29,M,D,False,300078,1931.0,3,675,13,0,FL,1,Florida
77,N000180,Ben,Nelson,1941-05-17,M,D,False,300077,16991.0,3,675,19,0,NE,1,Nebraska
78,N000102,Don,Nickles,1948-12-06,M,R,False,300079,,23,675,7,0,OK,3,Oklahoma
79,P000590,Mark,Pryor,1963-01-10,M,D,False,300080,1002201.0,1,675,2,0,AR,2,Arkansas
80,R000122,Jack,Reed,1949-11-12,M,D,False,300081,24239.0,7,675,8,0,RI,2,Rhode Island
81,R000146,Harry,Reid,1939-12-02,M,D,False,300082,1683.0,17,675,20,3,NV,3,Nevada
82,R000307,Pat,Roberts,1936-04-20,M,R,False,300083,16354.0,7,675,5,0,KS,2,Kansas
83,R000361,John,Rockefeller,1937-06-18,M,D,False,300084,1238.0,19,675,3,0,WV,2,West Virginia
84,S000059,Richard,Santorum,1958-05-10,M,R,False,300085,,9,675,11,0,PA,1,Pennsylvania
85,S000064,Paul,Sarbanes,1933-02-03,M,D,False,300086,,27,675,17,0,MD,1,Maryland
86,S000148,Charles,Schumer,1950-11-23,M,D,False,300087,5929.0,5,675,4,0,NY,3,New York
87,S001141,Jeff,Sessions,1946-12-24,M,R,False,300088,44441.0,7,675,10,0,AL,2,Alabama
88,S000320,Richard,Shelby,1934-05-06,M,R,False,300089,1859.0,17,675,9,0,AL,3,Alabama
89,S001142,Gordon,Smith,1952-05-25,M,R,False,300090,,7,675,36,0,OR,2,Oregon
90,S000663,Olympia,Snowe,1947-02-21,F,R,False,300091,,9,675,0,0,ME,1,Maine
91,S000709,Arlen,Specter,1930-02-12,M,R,False,300092,,23,675,24,0,PA,3,Pennsylvania
92,S000770,Debbie,Stabenow,1950-04-29,F,D,False,300093,45451.0,3,675,2,0,MI,1,Michigan
93,S000888,Ted,Stevens,1923-11-18,M,R,False,300094,,35,675,4,0,AK,2,Alaska
94,S001078,John,Sununu,1964-09-10,M,R,False,300095,,1,675,29,0,NH,2,New Hampshire
95,T000024,James,Talent,1956-10-18,M,R,False,300096,,3,675,7,0,MO,1,Missouri
96,T000162,Craig,Thomas,1933-02-17,M,R,False,300097,,9,675,11,0,WY,1,Wyoming
97,V000126,George,Voinovich,1936-07-15,M,R,False,300098,1783.0,5,675,13,0,OH,3,Ohio
98,W000154,John,Warner,1927-02-18,M,R,False,300099,,25,675,7,0,VA,2,Virginia
99,W000779,Ron,Wyden,1949-05-03,M,D,False,300100,1962.0,8,675,5,0,OR,3,Oregon
