,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class,state_names
62,K000148,John,Kerry,1943-12-11,M,D,False,300060,1485.0,11,919,8,0,MA,2,Massachusetts
63,K000305,Herb,Kohl,1935-02-07,M,D,False,300061,4030.0,7,919,1,0,WI,1,Wisconsin
64,K000352,Jon,Kyl,1942-04-25,M,R,False,300062,,1,919,11,0,AZ,1,Arizona
65,L000123,Frank,Lautenberg,1924-01-23,M,D,False,300064,2515.0,13,919,8,0,NJ,1,New Jersey
66,L000174,Patrick,Leahy,1940-03-31,M,D,False,300065,1552.0,21,919,24,0,VT,3,Vermont
67,L000261,Carl,Levin,1934-06-28,M,D,False,300066,2592.0,17,919,3,0,MI,2,Michigan
68,L000304,Joseph,Lieberman,1942-02-24,M,D,False,300067,4363.0,7,919,9,0,CT,1,Connecticut
69,L000447,Trent,Lott,1941-10-09,M,R,False,300069,1886.0,7,919,3,0,MS,1,Mississippi
70,L000504,Richard,Lugar,1932-04-04,M,R,False,300070,255.0,19,919,30,0,IN,1,Indiana
71,M000019,Connie,Mack,1940-10-29,M,R,False,400562,,7,919,36,10,FL,1,Florida
72,M000303,John,McCain,1936-08-29,M,R,False,300071,7476.0,9,919,31,0,AZ,3,Arizona
73,M000355,Mitch,McConnell,1942-02-20,M,R,False,300072,2351.0,11,919,3,0,KY,2,Kentucky
74,M000702,Barbara,Mikulski,1936-07-20,F,D,False,300073,1396.0,9,919,36,0,MD,3,Maryland
75,M001025,Carol,Moseley-Braun,1947-08-16,F,D,False,407992,,3,919,11,0,IL,3,Illinois
76,M001054,Daniel,Moynihan,1927-03-16,M,D,False,400563,,19,919,32,0,NY,1,New York
77,M001085,Frank,Murkowski,1933-03-28,M,R,False,300150,,15,919,36,0,AK,3,Alaska
78,M001111,Patty,Murray,1950-10-11,F,D,False,300076,25277.0,3,919,9,0,WA,3,Washington
79,N000102,Don,Nickles,1948-12-06,M,R,False,300079,,15,919,5,0,OK,3,Oklahoma
80,N000171,Samuel,Nunn,1938-09-08,M,D,False,408252,,23,919,34,0,GA,2,Georgia
81,P000009,Robert,Packwood,1932-09-11,M,R,False,408420,,27,919,1,0,OR,3,Oregon
82,P000193,Claiborne,Pell,1918-11-22,M,D,False,408597,,35,919,18,5,RI,2,Rhode Island
83,P000513,Larry,Pressler,1942-03-29,,R,False,408898,,17,919,2,0,SD,2,South Dakota
84,P000556,David,Pryor,1934-08-29,M,D,False,408939,,17,919,72,0,AR,2,Arkansas
85,R000146,Harry,Reid,1939-12-02,M,D,False,300082,1683.0,9,919,7,0,NV,3,Nevada
86,R000295,Charles,Robb,1939-06-26,M,D,False,400564,,7,919,5,0,VA,1,Virginia
87,R000361,John,Rockefeller,1937-06-18,M,D,False,300084,1238.0,11,919,29,0,WV,2,West Virginia
88,R000460,William,Roth,1921-07-22,M,R,False,400565,,25,919,13,0,DE,1,Delaware
89,S000059,Richard,Santorum,1958-05-10,M,R,False,300085,,1,919,9,0,PA,1,Pennsylvania
90,S000064,Paul,Sarbanes,1933-02-03,M,D,False,300086,,19,919,6,0,MD,1,Maryland
91,S000320,Richard,Shelby,1934-05-06,M,R,False,300089,1859.0,9,919,25,0,AL,3,Alabama
92,S000423,Paul,Simon,1928-11-29,M,D,False,409917,,11,919,11,0,IL,2,Illinois
93,S000429,Alan,Simpson,1931-09-02,M,R,False,409923,378.0,17,919,30,2,WY,2,Wyoming
94,S000606,Bob,Smith,1941-03-30,M,R,False,300155,,5,919,11,0,NH,2,New Hampshire
95,S000663,Olympia,Snowe,1947-02-21,F,R,False,300091,,1,919,1,0,ME,1,Maine
96,S000709,Arlen,Specter,1930-02-12,M,R,False,300092,,15,919,13,1,PA,3,Pennsylvania
97,S000888,Ted,Stevens,1923-11-18,M,R,False,300094,,27,919,29,0,AK,2,Alaska
98,T000162,Craig,Thomas,1933-02-17,M,R,False,300097,,1,919,9,0,WY,1,Wyoming
99,T000457,Fred,Thompson,1942-08-19,M,R,False,300158,,3,919,10,0,TN,2,Tennessee
100,T000254,Strom,Thurmond,1902-12-05,M,R,False,300157,,40,919,2,0,SC,2,South Carolina
101,W000154,John,Warner,1927-02-18,M,R,False,300099,,17,919,19,0,VA,2,Virginia
102,W000288,Paul,Wellstone,1944-07-21,M,D,False,400566,,5,919,2,0,MN,2,Minnesota
103,W000779,Ron,Wyden,1949-05-03,M,D,False,300100,1962.0,1,919,0,0,OR,3,Oregon
