,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
60,M000053,Warren,Magnuson,1905-04-12,M,D,,407081,,7,,,,WA,3
61,M000086,George,Malone,1890-08-07,M,R,,407112,,5,,,,NV,1
62,M000177,Edward,Martin,1879-09-18,M,R,,407199,,5,,,,PA,1
63,M000279,Burnet,Maybank,1899-03-07,,D,,407296,,10,,,,SC,2
64,M000308,Patrick,McCarran,1876-08-08,M,D,,407322,,18,,,,NV,3
65,M000315,Joseph,McCarthy,1908-11-14,M,R,,407327,,5,,,,WI,1
66,M000332,John,McClellan,1896-02-25,M,D,,407342,,9,,,,AR,2
67,M000438,Ernest,McFarland,1894-10-09,M,D,,407437,,10,,,,AZ,1
68,M000499,Kenneth,McKellar,1869-01-29,M,D,,407494,,34,,,,TN,1
69,M000559,Brien,McMahon,1903-10-06,M,D,,407551,,7,,,,CT,3
70,M000771,Eugene,Millikin,1891-02-12,M,R,,407749,,10,,,,CO,3
71,M000859,Almer,Monroney,1902-03-02,,D,,407832,,1,,,,OK,3
72,M000878,Arthur,Moody,1902-02-13,M,D,,407850,,1,,,,MI,1
73,M001014,Wayne,Morse,1900-10-20,,R,,407981,,7,,,,OR,3
74,M001078,Karl,Mundt,1900-06-03,,R,,408043,,3,,,,SD,2
75,M001108,James,Murray,1876-05-03,M,D,,408072,,17,,,,MT,2
76,N000023,Matthew,Neely,1874-11-09,M,D,,408115,,19,,,,WV,2
77,N000116,Richard,Nixon,1913-01-09,M,R,,408200,,1,,,,CA,3
78,O000032,Herbert,O?Conor,1896-11-17,M,D,,408280,,5,,,,MD,1
79,O000088,Joseph,O?Mahoney,1884-11-05,M,D,,408296,,18,,,,WY,1
80,P000100,John,Pastore,1907-03-17,M,D,,408508,,1,,,,RI,1
81,P000460,Charles,Potter,1916-10-30,M,R,,408847,,1,,,,MI,1
82,P000575,William,Purtell,1897-05-06,M,R,,408958,,1,,,,CT,3
83,R000317,Absalom,Robertson,1887-05-27,M,D,,409288,,5,,,,VA,2
84,R000536,Richard,Russell,1897-11-02,M,D,,409493,,19,,,,GA,2
85,S000021,Leverett,Saltonstall,1892-09-01,M,R,,409540,,6,,,,MA,2
86,S000138,Andrew,Schoeppel,1894-11-23,M,R,,409646,,3,,,,KS,2
87,S000214,Frederick,Seaton,1909-12-11,M,R,,409719,,1,,,,NE,2
88,S000505,George,Smathers,1913-11-14,M,D,,409992,,1,,,,FL,3
89,S000639,Willis,Smith,1887-12-19,M,D,,410113,,1,,,,NC,2
90,S000590,Margaret,Smith,1897-12-14,F,R,,410070,,3,,,,ME,2
91,S000553,Howard,Smith,1880-01-30,M,R,,410035,,7,,,,NJ,1
92,S000701,John,Sparkman,,M,D,,410172,,5,,,,AL,2
93,S000852,John,Stennis,1901-08-03,M,D,,410315,,4,,,,MS,1
94,T000009,Robert,Taft,1889-09-08,M,R,,410599,,13,,,,OH,3
95,T000259,Edward,Thye,,M,R,,410834,,5,,,,MN,1
96,T000289,Charles,Tobey,1880-07-22,M,R,,410862,,13,,,,NH,3
97,U000015,Thomas,Underwood,1898-03-03,M,D,,411038,,1,,,,KY,2
98,V000025,Arthur,Vandenberg,1884-03-22,M,R,,411118,,23,,,,MI,1
99,W000190,Arthur,Watkins,1886-12-18,M,R,,411362,,5,,,,UT,1
100,W000269,Herman,Welker,1906-12-11,M,R,,411435,,2,,,,ID,3
101,W000344,Kenneth,Wherry,1892-02-28,M,R,,411506,,9,,,,NE,2
102,W000465,Alexander,Wiley,1884-05-26,M,R,,411622,,13,,,,WI,3
103,W000518,John,Williams,1904-05-17,M,R,,411675,,5,,,,DE,1
104,Y000047,Milton,Young,1897-12-06,M,R,,411979,,6,,,,ND,3
