,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class,state_names
26,C000705,Kent,Conrad,1948-03-12,M,D,False,300026,2517.0,21,657,14,0,ND,1,North Dakota
27,C001071,Bob,Corker,1952-08-24,M,R,False,412248,1021114.0,1,657,10,0,TN,1,Tennessee
28,C001056,John,Cornyn,1952-02-02,M,R,False,300027,93131.0,5,657,23,1,TX,2,Texas
29,C000858,Larry,Craig,1945-07-20,M,R,False,300029,,17,657,39,0,ID,2,Idaho
30,C000880,Michael,Crapo,1951-05-20,M,R,False,300030,26440.0,9,657,24,0,ID,3,Idaho
31,D000595,Jim,DeMint,1951-09-02,M,R,False,400105,57895.0,3,657,22,1,SC,3,South Carolina
32,D000388,Christopher,Dodd,1944-05-27,M,D,False,300034,,27,657,171,0,CT,3,Connecticut
33,D000601,Elizabeth,Dole,1936-07-29,F,R,False,300035,,5,657,35,0,NC,2,North Carolina
34,D000407,Pete,Domenici,1932-05-07,M,R,False,300036,,35,657,35,1,NM,2,New Mexico
35,D000432,Byron,Dorgan,1942-05-14,M,D,False,300037,2318.0,15,657,12,0,ND,3,North Dakota
36,D000563,Richard,Durbin,1944-11-21,M,D,False,300038,6741.0,11,657,5,0,IL,2,Illinois
37,E000194,John,Ensign,1958-03-25,M,R,False,300040,37076.0,7,657,30,0,NV,1,Nevada
38,E000285,Michael,Enzi,1944-02-01,M,R,False,300041,45824.0,11,657,21,0,WY,2,Wyoming
39,F000061,Russ,Feingold,1953-03-02,M,D,False,300042,,15,657,0,0,WI,3,Wisconsin
40,F000062,Dianne,Feinstein,1933-06-22,F,D,False,300043,13061.0,15,657,18,0,CA,1,California
41,G000359,Lindsey,Graham,1955-07-09,M,R,False,300047,36782.0,5,657,47,0,SC,2,South Carolina
42,G000386,Charles,Grassley,1933-09-17,M,R,False,300048,1167.0,27,657,0,0,IA,3,Iowa
43,G000445,Judd,Gregg,1947-02-14,M,R,False,300049,,15,657,26,0,NH,3,New Hampshire
44,H001028,Chuck,Hagel,1946-10-04,M,R,False,300050,,11,657,51,0,NE,2,Nebraska
45,H000206,Tom,Harkin,1939-11-19,M,D,False,300051,2005.0,23,657,18,0,IA,2,Iowa
46,H000338,Orrin,Hatch,1934-03-22,M,R,False,300052,189.0,31,657,10,1,UT,1,Utah
47,H001016,Kay,Hutchison,1943-07-22,F,R,False,300054,24713.0,15,657,15,0,TX,1,Texas
48,I000024,James,Inhofe,1934-11-17,M,R,False,300055,5619.0,15,657,35,0,OK,2,Oklahoma
49,I000025,Daniel,Inouye,1924-09-07,M,D,False,300056,2568.0,39,657,68,0,HI,3,Hawaii
50,I000055,Johnny,Isakson,1944-12-28,M,R,False,400194,59135.0,3,657,13,1,GA,3,Georgia
51,J000177,Tim,Johnson,1946-12-28,M,D,False,300058,2545.0,11,657,311,0,SD,2,South Dakota
52,K000105,Edward,Kennedy,1932-02-22,M,D,False,300059,,45,657,128,0,MA,1,Massachusetts
53,K000148,John,Kerry,1943-12-11,M,D,False,300060,1485.0,23,657,28,0,MA,2,Massachusetts
54,K000367,Amy,Klobuchar,1960-05-25,F,D,False,412242,83701.0,1,657,7,0,MN,1,Minnesota
55,K000305,Herb,Kohl,1935-02-07,M,D,False,300061,4030.0,19,657,0,0,WI,1,Wisconsin
56,K000352,Jon,Kyl,1942-04-25,M,R,False,300062,,13,657,13,0,AZ,1,Arizona
57,L000550,Mary,Landrieu,1955-11-23,F,D,False,300063,22357.0,11,657,18,0,LA,2,Louisiana
58,L000123,Frank,Lautenberg,1924-01-23,M,D,False,300064,2515.0,23,657,16,0,NJ,2,New Jersey
59,L000174,Patrick,Leahy,1940-03-31,M,D,False,300065,1552.0,33,657,5,0,VT,3,Vermont
60,L000261,Carl,Levin,1934-06-28,M,D,False,300066,2592.0,29,657,8,0,MI,2,Michigan
61,L000304,Joseph,Lieberman,1942-02-24,M,ID,False,300067,4363.0,19,657,21,0,CT,1,Connecticut
62,L000035,Blanche,Lincoln,1960-09-30,F,D,False,300068,26202.0,9,657,23,0,AR,3,Arkansas
63,L000447,Trent,Lott,1941-10-09,M,R,False,300069,1886.0,19,657,29,0,MS,1,Mississippi
64,L000504,Richard,Lugar,1932-04-04,M,R,False,300070,255.0,31,657,6,0,IN,1,Indiana
65,M001162,Mel,Martinez,1946-10-23,M,R,False,400621,,3,657,12,0,FL,3,Florida
66,M000303,John,McCain,1936-08-29,M,R,False,300071,7476.0,21,657,420,0,AZ,3,Arizona
67,M001170,Claire,McCaskill,1953-07-24,F,D,False,412243,1012014.0,1,657,16,1,MO,1,Missouri
68,M000355,Mitch,McConnell,1942-02-20,M,R,False,300072,2351.0,23,657,1,0,KY,2,Kentucky
69,M000639,Robert,Menendez,1954-01-01,M,D,False,400272,29608.0,2,657,11,0,NJ,1,New Jersey
70,M000702,Barbara,Mikulski,1936-07-20,F,D,False,300073,1396.0,21,657,11,0,MD,3,Maryland
71,M001153,Lisa,Murkowski,1957-05-22,F,R,False,300075,1004138.0,7,657,15,0,AK,3,Alaska
72,M001111,Patty,Murray,1950-10-11,F,D,False,300076,25277.0,15,657,14,0,WA,3,Washington
73,N000032,Bill,Nelson,1942-09-29,M,D,False,300078,1931.0,7,657,11,0,FL,1,Florida
74,N000180,Ben,Nelson,1941-05-17,M,D,False,300077,16991.0,7,657,8,0,NE,1,Nebraska
75,O000167,Barack,Obama,1961-08-04,M,D,False,400629,,3,657,303,0,IL,3,Illinois
76,P000590,Mark,Pryor,1963-01-10,M,D,False,300080,1002201.0,5,657,1,1,AR,2,Arkansas
77,R000122,Jack,Reed,1949-11-12,M,D,False,300081,24239.0,11,657,5,0,RI,2,Rhode Island
78,R000146,Harry,Reid,1939-12-02,M,D,False,300082,1683.0,21,657,3,0,NV,3,Nevada
79,R000307,Pat,Roberts,1936-04-20,M,R,False,300083,16354.0,11,657,18,0,KS,2,Kansas
80,R000361,John,Rockefeller,1937-06-18,M,D,False,300084,1238.0,23,657,29,0,WV,2,West Virginia
81,S001163,Ken,Salazar,1955-03-02,M,D,False,400619,,3,657,0,1,CO,3,Colorado
82,S000033,Bernard,Sanders,1941-09-08,M,ID,False,400357,994.0,1,657,6,0,VT,1,Vermont
83,S000148,Charles,Schumer,1950-11-23,M,D,False,300087,5929.0,9,657,13,0,NY,3,New York
84,S001141,Jeff,Sessions,1946-12-24,M,R,False,300088,44441.0,11,657,14,0,AL,2,Alabama
85,S000320,Richard,Shelby,1934-05-06,M,R,False,300089,1859.0,21,657,5,0,AL,3,Alabama
86,S001142,Gordon,Smith,1952-05-25,M,R,False,300090,,11,657,5,0,OR,2,Oregon
87,S000663,Olympia,Snowe,1947-02-21,F,R,False,300091,,13,657,0,1,ME,1,Maine
88,S000709,Arlen,Specter,1930-02-12,M,R,False,300092,,27,657,10,0,PA,3,Pennsylvania
89,S000770,Debbie,Stabenow,1950-04-29,F,D,False,300093,45451.0,7,657,8,0,MI,1,Michigan
90,S000888,Ted,Stevens,1923-11-18,M,R,False,300094,,39,657,26,2,AK,2,Alaska
91,S001078,John,Sununu,1964-09-10,M,R,False,300095,,5,657,12,0,NH,2,New Hampshire
92,T000464,Jon,Tester,1956-08-21,M,D,False,412244,1020176.0,1,657,7,0,MT,1,Montana
93,T000162,Craig,Thomas,1933-02-17,M,R,False,300097,,13,657,17,0,WY,1,Wyoming
94,T000250,John,Thune,1961-01-07,M,R,False,400546,45552.0,3,657,4,0,SD,3,South Dakota
95,V000127,David,Vitter,1961-05-03,M,R,False,400418,60672.0,3,657,29,0,LA,3,Louisiana
96,V000126,George,Voinovich,1936-07-15,M,R,False,300098,1783.0,9,657,12,0,OH,3,Ohio
97,W000154,John,Warner,1927-02-18,M,R,False,300099,,29,657,53,1,VA,2,Virginia
98,W000803,Jim,Webb,1946-02-09,M,D,False,412249,1914.0,1,657,7,0,VA,1,Virginia
99,W000802,Sheldon,Whitehouse,1955-10-20,M,D,False,412247,92235.0,1,657,3,0,RI,3,Rhode Island
100,W000437,Roger,Wicker,1951-07-05,M,R,False,400432,18203.0,1,657,10,0,MS,1,Mississippi
101,W000779,Ron,Wyden,1949-05-03,M,D,False,300100,1962.0,12,657,13,0,OR,3,Oregon
