,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class,state_names
29,E000285,Michael,Enzi,1944-02-01,M,R,False,300041,45824.0,23,565,8,0,WY,2,Wyoming
30,E000295,Joni,Ernst,1970-07-01,F,R,Senate Republican Conference Vice Chair,412667,75342.0,1,565,6,0,IA,2,Iowa
31,F000062,Dianne,Feinstein,1933-06-22,F,D,False,300043,13061.0,27,565,1,1,CA,1,California
32,F000463,Deb,Fischer,1951-03-01,F,R,False,412556,1034067.0,7,565,6,0,NE,1,Nebraska
33,G000562,Cory,Gardner,1974-08-22,M,R,False,412406,623308.0,5,565,10,0,CO,2,Colorado
34,G000555,Kirsten,Gillibrand,1966-12-09,F,D,False,412223,1022862.0,11,565,110,1,NY,1,New York
35,G000359,Lindsey,Graham,1955-07-09,M,R,False,300047,36782.0,17,565,20,0,SC,2,South Carolina
36,G000386,Charles,Grassley,1933-09-17,M,R,President Pro Tempore of the Senate,300048,1167.0,39,565,0,0,IA,3,Iowa
37,H001075,Kamala,Harris,1964-10-20,F,D,False,412678,1018696.0,1,565,266,1,CA,3,California
38,H001076,Margaret,Hassan,1958-02-27,F,D,False,412680,67481.0,1,565,1,1,NH,3,New Hampshire
39,H001089,Joshua,Hawley,1979-12-31,M,R,False,412840,,1,565,1,0,MO,1,Missouri
40,H001046,Martin,Heinrich,1971-10-17,M,D,False,412281,1030686.0,7,565,18,1,NM,1,New Mexico
41,H001042,Mazie,Hirono,1947-11-03,F,D,False,412200,91216.0,7,565,18,1,HI,1,Hawaii
42,H001061,John,Hoeven,1957-03-13,M,R,False,412494,85233.0,9,565,10,0,ND,3,North Dakota
43,H001079,Cindy,Hyde-Smith,1959-05-10,F,R,False,412743,113208.0,1,565,11,0,MS,2,Mississippi
44,I000024,James,Inhofe,1934-11-17,M,R,False,300055,5619.0,27,565,15,0,OK,2,Oklahoma
45,I000055,Johnny,Isakson,1944-12-28,M,R,False,400194,59135.0,15,565,143,0,GA,3,Georgia
46,J000293,Ron,Johnson,1955-04-08,M,R,False,412496,62835.0,9,565,15,0,WI,3,Wisconsin
47,J000300,Doug,Jones,1954-05-04,M,D,False,412741,1024592.0,1,565,18,0,AL,2,Alabama
48,K000384,Tim,Kaine,1958-02-26,M,D,False,412582,49219.0,7,565,12,1,VA,1,Virginia
49,K000393,John,Kennedy,1951-11-21,M,R,False,412679,1011723.0,1,565,14,0,LA,3,Louisiana
50,K000383,Angus,King,1944-03-31,M,ID,False,412545,37413.0,7,565,0,0,ME,1,Maine
51,K000367,Amy,Klobuchar,1960-05-25,F,D,Senate Democratic Steering Committee Chair,412242,83701.0,13,565,201,1,MN,1,Minnesota
52,L000575,James,Lankford,1968-03-04,M,R,False,412464,1033847.0,5,565,0,0,OK,3,Oklahoma
53,L000174,Patrick,Leahy,1940-03-31,M,D,False,300065,1552.0,45,565,15,1,VT,3,Vermont
54,L000577,Mike,Lee,1971-06-04,M,R,False,412495,9267977.0,9,565,11,0,UT,3,Utah
55,L000594,Kelly,Loeffler,1970-11-27,F,R,False,456790,,1,565,0,0,GA,3,Georgia
56,M001183,Joe,Manchin,1947-08-24,M,D,False,412391,62864.0,11,565,6,0,WV,1,West Virginia
57,M000133,Edward,Markey,1946-07-11,M,D,False,400253,260.0,7,565,68,1,MA,2,Massachusetts
58,M000355,Mitch,McConnell,1942-02-20,M,R,Senate Majority Leader,300072,2351.0,35,565,0,0,KY,2,Kentucky
59,M001197,Martha,McSally,1966-03-22,F,R,False,412611,29126.0,1,565,9,0,AZ,3,Arizona
60,M000639,Robert,Menendez,1954-01-01,M,D,False,400272,29608.0,14,565,2,1,NJ,1,New Jersey
61,M001176,Jeff,Merkley,1956-10-24,M,D,False,412325,1029842.0,11,565,5,1,OR,2,Oregon
62,M000934,Jerry,Moran,1954-05-29,M,R,False,400284,45469.0,9,565,54,0,KS,3,Kansas
63,M001153,Lisa,Murkowski,1957-05-22,F,R,False,300075,1004138.0,19,565,44,0,AK,3,Alaska
64,M001169,Christopher,Murphy,1973-08-03,M,D,False,412194,1021270.0,7,565,4,1,CT,1,Connecticut
65,M001111,Patty,Murray,1950-10-11,F,D,Assistant Senate Minority Leader,300076,25277.0,27,565,27,1,WA,3,Washington
66,P000603,Rand,Paul,1963-01-07,M,R,False,412492,9265241.0,9,565,48,0,KY,3,Kentucky
67,P000612,David,Perdue,1949-12-10,M,R,False,412666,75920.0,1,565,42,0,GA,2,Georgia
68,P000595,Gary,Peters,1958-12-01,M,D,False,412305,50199.0,5,565,1,1,MI,2,Michigan
69,P000449,Rob,Portman,1955-12-19,M,R,False,400325,31819.0,9,565,2,0,OH,3,Ohio
70,R000122,Jack,Reed,1949-11-12,M,D,False,300081,24239.0,23,565,3,1,RI,2,Rhode Island
71,R000584,Jim,Risch,1943-05-03,M,R,False,412322,1020034.0,11,565,8,0,ID,2,Idaho
72,R000307,Pat,Roberts,1936-04-20,M,R,False,300083,16354.0,23,565,36,0,KS,2,Kansas
73,R000615,Mitt,Romney,1947-03-12,M,R,False,412841,,1,565,5,0,UT,1,Utah
74,R000608,Jacky,Rosen,1957-08-02,F,D,False,412715,104738.0,1,565,4,1,NV,1,Nevada
75,R000605,Mike,Rounds,1954-10-24,M,R,False,412669,78317.0,1,565,64,0,SD,2,South Dakota
76,R000595,Marco,Rubio,1971-05-28,M,R,False,412491,87599.0,9,565,23,0,FL,3,Florida
77,S000033,Bernard,Sanders,1941-09-08,M,ID,False,400357,994.0,13,565,347,1,VT,1,Vermont
78,S001197,Ben,Sasse,1972-02-22,M,R,False,412671,77429.0,1,565,19,0,NE,2,Nebraska
79,S001194,Brian,Schatz,1972-10-20,M,D,False,412507,87784.0,7,565,22,1,HI,3,Hawaii
80,S000148,Charles,Schumer,1950-11-23,M,D,Senate Minority Leader,300087,5929.0,21,565,0,1,NY,3,New York
81,S001217,Rick,Scott,1952-12-01,M,R,False,412838,,1,565,14,0,FL,1,Florida
82,S001184,Tim,Scott,1965-09-19,M,R,False,412471,623506.0,7,565,6,0,SC,3,South Carolina
83,S001181,Jeanne,Shaheen,1947-01-28,F,D,False,412323,22850.0,11,565,1,1,NH,2,New Hampshire
84,S000320,Richard,Shelby,1934-05-06,M,R,False,300089,1859.0,33,565,4,0,AL,3,Alabama
85,S001191,Kyrsten,Sinema,1976-07-12,F,D,False,412509,68489.0,1,565,29,0,AZ,1,Arizona
86,S001203,Tina,Smith,1958-03-04,F,D,False,412742,111313.0,2,565,6,1,MN,2,Minnesota
87,S000770,Debbie,Stabenow,1950-04-29,F,D,Senate Democratic Policy & Communications Committee Chair,300093,45451.0,19,565,18,1,MI,1,Michigan
88,S001198,Dan,Sullivan,1964-11-13,M,R,False,412665,1023262.0,1,565,10,0,AK,2,Alaska
89,T000464,Jon,Tester,1956-08-21,M,D,False,412244,1020176.0,13,565,11,1,MT,1,Montana
90,T000250,John,Thune,1961-01-07,M,R,Assistant Senate Majority Leader,400546,45552.0,15,565,3,0,SD,3,South Dakota
91,T000476,Thom,Tillis,1960-08-30,M,R,False,412668,77055.0,1,565,25,0,NC,2,North Carolina
92,T000461,Patrick,Toomey,1961-11-17,M,R,False,400408,7958.0,9,565,28,0,PA,3,Pennsylvania
93,U000039,Tom,Udall,1948-05-18,M,D,False,400413,10075.0,12,565,12,1,NM,2,New Mexico
94,V000128,Chris,Van Hollen,1959-01-10,M,D,False,400415,20756.0,3,565,1,1,MD,3,Maryland
95,W000805,Mark,Warner,1954-12-15,M,D,False,412321,7630.0,11,565,19,1,VA,2,Virginia
96,W000817,Elizabeth,Warren,1949-06-22,F,D,False,412542,1023023.0,7,565,275,1,MA,1,Massachusetts
97,W000802,Sheldon,Whitehouse,1955-10-20,M,D,False,412247,92235.0,13,565,45,1,RI,1,Rhode Island
98,W000437,Roger,Wicker,1951-07-05,M,R,False,400432,18203.0,13,565,1,0,MS,1,Mississippi
99,W000779,Ron,Wyden,1949-05-03,M,D,False,300100,1962.0,24,565,10,1,OR,3,Oregon
100,Y000064,Todd,Young,1972-08-24,M,R,False,412428,1033743.0,3,565,8,0,IN,3,Indiana
