,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,district,at_large,geoid
42,B001275,Larry,Bucshon,1962-05-31,M,R,,412427,61837,10,839,21,0,IN,8,False,1808
43,B001305,Ted,Budd,1971-10-21,M,R,,412712,103513,4,839,15,0,NC,13,False,3713
44,B001309,Tim,Burchett,1964-08-25,M,R,,412817,,2,839,12,0,TN,2,False,4702
45,B001248,Michael,Burgess,1950-12-23,M,R,,400052,1003620,18,839,14,0,TX,26,False,4826
46,B001286,Cheri,Bustos,1961-10-17,F,D,,412537,63949,8,839,0,0,IL,17,False,1717
47,B001251,G.,Butterfield,1947-04-27,M,D,,400616,1013540,18,839,23,0,NC,1,False,3701
48,B001289,Bradley,Byrne,1955-02-16,M,R,,412601,73486,8,839,88,0,AL,1,False,0101
49,C000059,Ken,Calvert,1953-06-08,M,R,,400057,26709,28,839,7,0,CA,42,False,0642
50,C001112,Salud,Carbajal,1964-11-18,M,D,,412686,104728,4,839,2,0,CA,24,False,0624
51,C001097,Tony,Cárdenas,1963-03-31,M,D,,412517,63934,8,839,38,0,CA,29,False,0629
52,C001072,André,Carson,1974-10-16,M,D,,412258,1027364,14,839,6,0,IN,7,False,1807
53,C001051,John,Carter,1941-11-06,M,R,,400068,1004257,18,839,79,0,TX,31,False,4831
54,C001103,Buddy,Carter,1957-09-06,M,R,,412622,76158,6,839,5,0,GA,1,False,1301
55,C001090,Matt,Cartwright,1961-05-01,M,D,,412571,79865,8,839,38,0,PA,8,False,4208
56,C001055,Ed,Case,1952-09-27,M,D,,400069,,2,839,4,0,HI,1,False,1501
57,C001117,Sean,Casten,1971-11-23,M,D,,412775,,2,839,2,0,IL,6,False,1706
58,C001066,Kathy,Castor,1966-08-20,F,D,,412195,1022874,14,839,5,0,FL,14,False,1214
59,C001091,Joaquín,Castro,1974-09-16,M,D,,412576,63974,8,839,29,1,TX,20,False,4820
60,C000266,Steven,Chabot,1953-01-22,M,R,,400071,36705,10,839,0,0,OH,1,False,3901
61,C001109,Liz,Cheney,1966-07-28,F,R,House Republican Conference Chair,412732,86147,4,839,32,0,WY,At-Large,True,5600
62,C001080,Judy,Chu,1953-07-07,F,D,,412379,92573,14,839,5,0,CA,27,False,0627
63,C001084,David,Cicilline,1961-07-15,M,D,,412470,1033865,10,839,7,0,RI,1,False,4401
64,C001123,Gilbert,Cisneros,1971-02-12,M,D,,412757,,2,839,2,0,CA,39,False,0639
65,C001101,Katherine,Clark,1963-07-17,F,D,,412600,73178,8,839,14,0,MA,5,False,2505
66,C001067,Yvette,Clarke,1964-11-21,F,D,,412221,1022875,14,839,5,0,NY,9,False,3609
67,C001049,William,Clay,1956-07-27,M,D,,400074,88332,20,839,38,0,MO,1,False,2901
68,C001061,Emanuel,Cleaver,1944-10-26,M,D,,400639,10933,16,839,43,0,MO,5,False,2905
69,C001118,Ben,Cline,1972-02-29,M,R,,412832,,2,839,1,0,VA,6,False,5106
70,C001115,Michael,Cloud,1975-05-13,M,R,,412746,10322,4,839,9,0,TX,27,False,4827
71,C000537,James,Clyburn,1940-07-21,M,D,House Majority Whip,400075,21607,28,839,99,0,SC,6,False,4506
72,C001068,Steve,Cohen,1949-05-24,M,D,,412236,1022876,14,839,14,0,TN,9,False,4709
73,C001053,Tom,Cole,1949-04-28,M,R,,400077,1003609,18,839,3,0,OK,4,False,4004
74,C001093,Doug,Collins,1966-08-16,M,R,,412531,79719,8,839,54,0,GA,9,False,1309
75,C001092,Chris,Collins,1950-05-20,M,R,,412563,94144,8,555,24,0,NY,27,False,3627
76,C001108,James,Comer,1972-08-19,M,R,,412676,76619,6,839,7,0,KY,1,False,2101
77,C001062,K.,Conaway,1948-06-11,M,R,,400655,1004595,16,839,1,0,TX,11,False,4811
78,C001078,Gerald,Connolly,1950-03-30,M,D,,412272,1015936,12,839,8,0,VA,11,False,5111
79,C001094,Paul,Cook,1943-03-03,M,R,,412513,68278,8,842,23,0,CA,8,False,0608
80,C000754,Jim,Cooper,1954-06-19,M,D,,400081,1201,18,839,16,1,TN,5,False,4705
81,C001110,J.,Correa,1958-01-24,M,D,,412688,46310,4,839,16,0,CA,46,False,0646
82,C001059,Jim,Costa,1952-04-13,M,D,,400618,19599,16,839,19,0,CA,16,False,0616
83,C001069,Joe,Courtney,1953-04-06,M,D,,412193,1021284,14,839,2,0,CT,2,False,0902
84,C001124,TJ,Cox,1963-07-18,M,D,,412755,,2,839,18,0,CA,21,False,0621
85,C001119,Angie,Craig,1972-02-14,F,D,,412789,,2,839,0,0,MN,2,False,2702
86,C001087,Rick,Crawford,1966-01-22,M,R,,412400,623259,10,839,70,0,AR,1,False,0501
87,C001120,Dan,Crenshaw,1984-03-14,M,R,,412820,,2,839,12,0,TX,2,False,4802
88,C001111,Charlie,Crist,1956-07-24,M,D,,412697,7960,4,839,6,0,FL,13,False,1213
89,C001121,Jason,Crow,1979-03-15,M,D,,412762,,2,839,6,0,CO,6,False,0806
90,C001063,Henry,Cuellar,1955-09-19,M,D,,400657,1013062,16,839,7,0,TX,28,False,4828
91,C000984,Elijah,Cummings,1951-01-18,M,D,,400090,43300,26,560,71,0,MD,7,False,2407
92,C001122,Joe,Cunningham,1982-05-26,M,D,,412814,,2,839,14,0,SC,1,False,4501
93,C001114,John,Curtis,1960-05-10,M,R,,412740,,4,839,63,0,UT,3,False,4903
94,D000629,Sharice,Davids,1980-05-22,F,D,,412780,,2,839,5,0,KS,3,False,2003
95,D000626,Warren,Davidson,1970-03-01,M,R,,412675,102555,6,839,13,0,OH,8,False,3908
96,D000096,Danny,Davis,1941-09-06,M,D,,400093,44325,24,839,30,1,IL,7,False,1707
97,D000619,Rodney,Davis,1970-01-05,M,R,,412536,68337,8,839,24,0,IL,13,False,1713
98,D000598,Susan,Davis,1944-04-13,F,D,,400097,85595,20,839,12,0,CA,53,False,0653
99,D000631,Madeleine,Dean,1959-06-06,F,D,,412809,,2,839,6,0,PA,4,False,4204
100,D000191,Peter,DeFazio,1947-05-27,M,D,,400100,6068,34,839,25,2,OR,4,False,4104
101,D000197,Diana,DeGette,1957-07-29,F,D,,400101,90293,24,839,4,0,CO,1,False,0801
102,D000216,Rosa,DeLauro,1943-03-02,F,D,,400103,19040,30,839,29,0,CT,3,False,0903
103,D000617,Suzan,DelBene,1962-02-17,F,D,,412505,1033929,10,839,5,0,WA,1,False,5301
104,D000630,Antonio,Delgado,1977-01-19,M,D,,412805,,2,839,0,0,NY,19,False,3619
105,D000627,Val,Demings,1957-03-12,F,D,,412696,623713,4,839,3,0,FL,10,False,1210
106,D000623,Mark,DeSaulnier,1952-03-31,M,D,,412613,61736,6,839,13,0,CA,11,False,0611
107,D000616,Scott,DesJarlais,1964-02-21,M,R,,412477,623517,10,839,38,0,TN,4,False,4704
108,D000610,Ted,Deutch,1966-05-07,M,D,,412385,9267613,12,839,21,0,FL,22,False,1222
109,D000600,Mario,Diaz-Balart,1961-09-25,M,R,,400108,1003562,18,839,8,0,FL,25,False,1225
110,D000624,Debbie,Dingell,1953-11-23,F,D,,412637,20818,6,839,34,0,MI,12,False,2612
111,D000399,Lloyd,Doggett,1946-10-06,M,D,,400111,36810,26,839,37,0,TX,35,False,4835
112,D000482,Mike,Doyle,1953-08-05,M,D,,400114,36774,26,839,29,0,PA,18,False,4218
113,D000614,Sean,Duffy,1971-10-03,M,R,,412488,623570,10,540,37,0,WI,7,False,5507
114,D000615,Jeffrey,Duncan,1966-01-07,M,R,,412472,62713,10,839,13,0,SC,3,False,4503
115,D000628,Neal,Dunn,1953-02-16,M,R,,412691,104529,4,839,17,0,FL,2,False,1202
116,E000294,Tom,Emmer,1961-03-03,M,R,,412639,75567,6,839,80,0,MN,6,False,2706
117,E000179,Eliot,Engel,1947-02-18,M,D,,400122,6109,32,839,9,0,NY,16,False,3616
118,E000299,Veronica,Escobar,1969-09-15,F,D,,412825,,2,839,12,0,TX,16,False,4816
119,E000215,Anna,Eshoo,1942-12-13,F,D,,400124,26130,28,839,23,0,CA,18,False,0618
120,E000297,Adriano,Espaillat,1954-09-27,M,D,,412718,68413,4,839,2,0,NY,13,False,3613
121,E000298,Ron,Estes,1956-07-19,M,R,,412735,107963,4,839,13,0,KS,4,False,2004
122,E000296,Dwight,Evans,1954-05-16,M,D,,412677,56729,6,839,14,0,PA,3,False,4203
123,F000465,A.,Ferguson,1966-11-15,M,R,,412700,104731,4,839,7,0,GA,3,False,1303
124,F000467,Abby,Finkenauer,1988-12-27,F,D,,412771,,2,839,2,0,IA,1,False,1901
125,F000466,Brian,Fitzpatrick,1973-12-17,M,R,,412721,103537,4,839,9,0,PA,1,False,4201
126,F000459,Chuck,Fleischmann,1962-10-11,M,R,,412476,95146,10,839,0,0,TN,3,False,4703
127,F000468,Lizzie,Fletcher,1975-02-13,F,D,,412824,,2,839,8,0,TX,7,False,4807
128,F000461,Bill,Flores,1954-02-25,M,R,,412480,623540,10,839,31,1,TX,17,False,4817
129,F000449,Jeff,Fortenberry,1960-12-27,M,R,,400640,1013049,16,839,19,1,NE,1,False,3101
130,F000454,Bill,Foster,1955-10-07,M,D,,412257,1027346,8,839,14,0,IL,11,False,1711
131,F000450,Virginia,Foxx,1943-06-29,F,R,,400643,1013052,14,839,6,0,NC,5,False,3705
132,F000462,Lois,Frankel,1948-05-16,F,D,,412529,623714,8,839,46,0,FL,21,False,1221
133,F000455,Marcia,Fudge,1952-10-29,F,D,,412327,1030928,14,839,63,0,OH,11,False,3911
134,F000469,Russ,Fulcher,1973-07-19,M,R,,412773,,2,839,11,0,ID,1,False,1601
135,G000571,Tulsi,Gabbard,1981-04-12,F,D,,412532,1025291,8,839,333,2,HI,2,False,1502
136,G000578,Matt,Gaetz,1982-05-07,M,R,,412690,104528,4,839,95,2,FL,1,False,1201
137,G000579,Mike,Gallagher,1984-03-03,M,R,,412731,104067,4,839,34,0,WI,8,False,5508
138,G000574,Ruben,Gallego,1979-11-20,M,D,,412612,77233,6,839,20,0,AZ,7,False,0407
139,G000559,John,Garamendi,1945-01-24,M,D,,412382,18413,12,839,17,0,CA,3,False,0603
140,G000587,Sylvia,Garcia,1950-09-06,F,D,,412827,,2,839,0,0,TX,29,False,4829
141,G000586,Jesús,García,1956-04-12,M,D,,412774,,2,839,7,1,IL,4,False,1704
142,G000061,Mike,Garcia,1976-04-24,M,R,,456792,,2,29,0,0,CA,25,False,0625
143,G000584,Greg,Gianforte,1961-04-17,M,R,,412736,104895,4,839,85,0,MT,At-Large,True,3000
144,G000563,Bob,Gibbs,1954-06-14,M,R,,412463,1033844,10,839,12,1,OH,7,False,3907
145,G000552,Louie,Gohmert,1953-08-18,M,R,,400651,1011394,16,839,65,3,TX,1,False,4801
146,G000592,Jared,Golden,1982-07-25,M,D,,412842,,2,839,1,0,ME,2,False,2302
147,G000585,Jimmy,Gomez,1974-11-25,M,D,,412739,108883,4,839,12,0,CA,34,False,0634
148,G000588,Anthony,Gonzalez,1984-09-19,M,R,,412807,,2,839,3,3,OH,16,False,3916
149,G000581,Vicente,Gonzalez,1967-09-04,M,D,,412725,103568,4,839,50,0,TX,15,False,4815
150,G000582,Jenniffer,González-Colón,1976-08-05,F,R,,412723,67353,4,316,95,0,PR,At-Large,True,7298
151,G000589,Lance,Gooden,1982-12-01,M,R,,412822,,2,839,20,0,TX,5,False,4805
152,G000565,Paul,Gosar,1958-11-22,M,R,,412397,62470,10,839,60,2,AZ,4,False,0404
153,G000583,Josh,Gottheimer,1975-03-08,M,D,,412714,9275683,4,839,5,0,NJ,5,False,3405
154,G000377,Kay,Granger,1943-01-18,F,R,,400157,45709,24,839,78,0,TX,12,False,4812
155,G000560,Tom,Graves,1970-02-03,M,R,,412388,11519,12,839,31,0,GA,14,False,1314
156,G000577,Garret,Graves,1972-01-31,M,R,,412631,9274609,6,839,14,0,LA,6,False,2206
157,G000546,Sam,Graves,1963-11-07,M,R,,400158,89873,20,839,24,0,MO,6,False,2906
158,G000553,Al,Green,1947-09-01,M,D,,400653,1012969,16,839,6,0,TX,9,False,4809
159,G000590,Mark,Green,1964-11-08,M,R,,412819,,2,839,101,0,TN,7,False,4707
160,G000568,Morgan,Griffith,1958-03-15,M,R,,412485,62766,10,839,22,0,VA,9,False,5109
161,G000551,Raúl,Grijalva,1948-02-19,M,D,,400162,1003551,18,839,66,1,AZ,3,False,0403
162,G000576,Glenn,Grothman,1955-07-03,M,R,,412661,77282,6,839,27,0,WI,6,False,5506
163,G000591,Michael,Guest,1970-02-04,M,R,,412793,,2,839,14,0,MS,3,False,2803
164,G000558,Brett,Guthrie,1964-02-18,M,R,,412278,1031343,12,839,9,0,KY,2,False,2102
165,H001080,Debra,Haaland,1960-12-02,F,D,,412800,,2,839,10,0,NM,1,False,3501
166,H001088,Jim,Hagedorn,1962-08-04,M,R,,412788,,2,839,4,0,MN,1,False,2701
167,H001090,Josh,Harder,1986-08-01,M,D,,412754,,2,839,12,0,CA,10,False,0610
168,H001052,Andy,Harris,1957-01-25,M,R,,412434,1033464,10,839,11,0,MD,1,False,2401
169,H001053,Vicky,Hartzler,1960-10-13,F,R,,412444,95050,10,839,20,0,MO,4,False,2904
170,H000324,Alcee,Hastings,1936-09-05,M,D,,400170,1858,28,839,211,0,FL,20,False,1220
171,H001081,Jahana,Hayes,1973-03-08,F,D,,412763,,2,839,37,0,CT,5,False,0905
172,H001064,Denny,Heck,1952-07-29,M,D,,412584,9269006,8,839,13,0,WA,10,False,5310
173,H001082,Kevin,Hern,1961-12-04,M,R,,412748,,4,839,8,0,OK,1,False,4001
174,H001056,Jaime,Herrera Beutler,1978-11-03,F,R,,412486,95198,10,839,190,0,WA,3,False,5303
175,H001071,Jody,Hice,1960-04-22,M,R,,412623,94974,6,839,31,1,GA,10,False,1310
176,H001077,Clay,Higgins,1961-08-24,M,R,,412705,106094,4,839,86,0,LA,3,False,2203
177,H001038,Brian,Higgins,1959-10-06,M,D,,400641,1013050,14,839,12,0,NY,26,False,3626
178,H001087,Katie,Hill,1987-08-25,F,D,,412756,,2,609,22,0,CA,25,False,0625
179,H001072,French,Hill,1956-12-05,M,R,,412609,9265172,6,839,4,0,AR,2,False,0502
180,H001047,Jim,Himes,1966-07-05,M,D,,412282,1031341,12,839,11,1,CT,4,False,0904
181,H001065,George,Holding,1968-04-17,M,R,,412553,623728,8,839,82,0,NC,2,False,3702
182,H001074,Trey,Hollingsworth,1983-09-12,M,R,,412703,104247,4,839,26,0,IN,9,False,1809
183,H001083,Kendra,Horn,1976-06-09,F,D,,412808,,2,839,2,0,OK,5,False,4005
184,H001066,Steven,Horsford,1973-04-29,M,D,,412559,79614,2,839,10,0,NV,4,False,3204
185,H001085,Chrissy,Houlahan,1967-06-05,F,D,,412810,,2,839,2,0,PA,6,False,4206
186,H000874,Steny,Hoyer,1939-06-14,M,D,House Majority Leader,400189,1919,40,839,15,0,MD,5,False,2405
187,H001067,Richard,Hudson,1971-11-04,M,R,,412550,79622,8,839,49,0,NC,8,False,3708
188,H001068,Jared,Huffman,1964-02-18,M,D,,412511,622431,8,839,32,1,CA,2,False,0602
189,H001058,Bill,Huizenga,1969-01-31,M,R,,412437,1033765,10,839,21,0,MI,2,False,2602
190,H001048,Duncan,Hunter,1976-12-07,M,R,,412283,1032398,12,716,75,0,CA,50,False,0650
191,H001073,Will,Hurd,1977-08-19,M,R,,412654,95176,6,839,20,0,TX,23,False,4823
192,J000032,Sheila,Jackson Lee,1950-01-12,F,D,,400199,36819,26,839,23,0,TX,18,False,4818
193,J000298,Pramila,Jayapal,1965-09-21,F,D,,412730,9267128,4,839,9,0,WA,7,False,5307
194,J000294,Hakeem,Jeffries,1970-08-04,M,D,House Democratic Caucus Chair,412561,79612,8,839,21,0,NY,8,False,3608
195,J000299,Mike,Johnson,1972-01-30,M,R,,412706,106095,4,839,63,0,LA,4,False,2204
196,J000301,Dusty,Johnson,1976-09-30,M,R,,412816,,2,839,5,0,SD,At-Large,True,4600
197,J000126,Eddie,Johnson,1935-12-03,F,D,,400204,23352,28,839,31,1,TX,30,False,4830
198,J000292,Bill,Johnson,1954-11-10,M,R,,412460,623472,10,839,14,0,OH,6,False,3906
199,J000288,Hank,Johnson,1954-10-02,M,D,,412199,1020576,14,839,8,1,GA,4,False,1304
200,J000255,Walter,Jones,1943-02-10,M,R,,400209,36693,26,,,,NC,3,False,3703
201,J000289,Jim,Jordan,1964-02-17,M,R,,412226,1022879,14,839,13,0,OH,4,False,3904
202,J000295,Dave,Joyce,1957-03-17,M,R,,412566,68561,8,839,14,0,OH,14,False,3914
203,J000302,John,Joyce,1957-02-08,M,R,,412812,,2,839,43,0,PA,13,False,4213
204,K000009,Marcy,Kaptur,1946-06-17,F,D,,400211,1458,38,839,20,0,OH,9,False,3909
205,K000386,John,Katko,1962-11-09,M,R,,412649,76367,6,839,34,0,NY,24,False,3624
206,K000375,Bill,Keating,1952-09-06,M,D,,412435,61856,10,839,15,0,MA,9,False,2509
207,K000395,Fred,Keller,1965-10-23,M,R,,412843,,2,606,19,0,PA,12,False,4212
208,K000385,Robin,Kelly,1956-04-30,F,D,,412595,70399,8,839,7,0,IL,2,False,1702
209,K000376,Mike,Kelly,1948-05-10,M,R,,412465,62696,10,839,26,0,PA,16,False,4216
210,K000388,Trent,Kelly,1966-03-01,M,R,,412673,97322,6,839,18,0,MS,1,False,2801
211,K000379,Joseph,Kennedy,1980-10-04,M,D,,412543,79948,8,839,22,0,MA,4,False,2504
212,K000389,Ro,Khanna,1976-09-13,M,D,,412684,31129,4,839,3,0,CA,17,False,0617
213,K000380,Dan,Kildee,1958-08-11,M,D,,412546,623723,8,839,0,0,MI,5,False,2605
214,K000381,Derek,Kilmer,1974-01-01,M,D,,412583,68310,8,839,4,0,WA,6,False,5306
215,K000394,Andy,Kim,1982-07-12,M,D,,412797,,2,839,0,0,NJ,3,False,3403
216,K000188,Ron,Kind,1963-03-16,M,D,,400218,45870,24,839,40,0,WI,3,False,5503
217,K000210,Peter,King,1944-04-05,M,R,,400219,26487,28,839,12,0,NY,2,False,3602
218,K000362,Steve,King,1949-05-28,M,R,,400220,1003590,18,839,42,1,IA,4,False,1904
219,K000378,Adam,Kinzinger,1978-02-27,M,R,,412421,62573,10,839,56,0,IL,16,False,1716
220,K000368,Ann,Kirkpatrick,1950-03-24,F,D,,412286,1031338,2,839,108,0,AZ,2,False,0402
221,K000391,Raja,Krishnamoorthi,1973-07-19,M,D,,412701,103408,4,839,3,0,IL,8,False,1708
222,K000382,Ann,Kuster,1956-09-05,F,D,,412557,62650,8,839,17,0,NH,2,False,3302
223,K000392,David,Kustoff,1966-10-08,M,R,,412724,28903,4,839,21,0,TN,8,False,4708
224,L000585,Darin,LaHood,1968-07-05,M,R,,412674,70020,6,839,38,0,IL,18,False,1718
225,L000578,Doug,LaMalfa,1960-07-02,M,R,,412510,68493,8,839,36,0,CA,1,False,0601
226,L000588,Conor,Lamb,1984-06-27,M,D,,412744,,4,839,3,0,PA,17,False,4217
227,L000564,Doug,Lamborn,1954-05-24,M,R,,412191,1022846,14,839,23,0,CO,5,False,0805
228,L000559,Jim,Langevin,1964-04-22,M,D,,400230,86608,20,839,4,0,RI,2,False,4402
229,L000560,Rick,Larsen,1965-06-15,M,D,,400232,86610,20,839,9,0,WA,2,False,5302
230,L000557,John,Larson,1948-07-22,M,D,,400233,36596,22,839,8,0,CT,1,False,0901
231,L000566,Robert,Latta,1956-04-18,M,R,,412256,1028071,14,839,1,0,OH,5,False,3905
232,L000581,Brenda,Lawrence,1954-10-18,F,D,,412638,79924,6,839,40,0,MI,14,False,2614
233,L000586,Al,Lawson,1948-09-23,M,D,,412693,90480,4,839,36,0,FL,5,False,1205
234,L000590,Susie,Lee,1966-11-07,F,D,,412802,,2,839,4,0,NV,3,False,3203
235,L000551,Barbara,Lee,1946-07-16,F,D,,400237,54579,24,839,9,0,CA,13,False,0613
236,L000589,Debbie,Lesko,1958-11-14,F,R,,412745,,4,839,15,0,AZ,8,False,0408
237,L000593,Mike,Levin,1978-10-28,M,D,,412760,,2,839,0,0,CA,49,False,0649
238,L000592,Andy,Levin,1960-08-01,M,D,,412785,,2,839,2,0,MI,9,False,2609
239,L000287,John,Lewis,1940-02-21,M,D,,400240,2528,34,839,119,0,GA,5,False,1305
240,L000582,Ted,Lieu,1969-03-29,M,D,,412616,28076,6,839,42,0,CA,33,False,0633
241,L000563,Daniel,Lipinski,1966-07-15,M,D,,400630,1013046,16,839,34,2,IL,3,False,1703
242,L000565,Dave,Loebsack,1952-12-23,M,D,,412209,1022883,14,839,23,0,IA,2,False,1902
243,L000397,Zoe,Lofgren,1947-12-21,F,D,,400245,36520,26,839,30,1,CA,19,False,0619
244,L000576,Billy,Long,1955-08-11,M,R,,412445,61880,10,839,15,0,MO,7,False,2907
245,L000583,Barry,Loudermilk,1963-12-22,M,R,,412624,76165,6,839,82,0,GA,11,False,1311
246,L000579,Alan,Lowenthal,1941-03-08,M,D,,412521,93815,8,839,4,0,CA,47,False,0647
247,L000480,Nita,Lowey,1937-07-05,F,D,,400246,6110,32,839,19,0,NY,17,False,3617
248,L000491,Frank,Lucas,1960-01-06,M,R,,400247,35692,28,839,51,0,OK,3,False,4003
249,L000569,Blaine,Luetkemeyer,1952-05-07,M,R,,412292,1031348,12,839,8,0,MO,3,False,2903
250,L000570,Ben,Luján,1972-06-07,M,D,,412293,1031351,12,839,4,0,NM,3,False,3503
251,L000591,Elaine,Luria,1975-08-15,F,D,,412830,,2,839,9,0,VA,2,False,5102
252,L000562,Stephen,Lynch,1955-03-31,M,D,,400249,1000222,20,839,8,0,MA,8,False,2508
253,M001203,Tom,Malinowski,1965-09-23,M,D,,412798,,2,839,3,0,NJ,7,False,3407
254,M001185,Sean,Maloney,1966-07-30,M,D,,412562,79760,8,839,11,0,NY,18,False,3618
255,M000087,Carolyn,Maloney,1946-02-19,F,D,,400251,26162,28,839,3,0,NY,12,False,3612
256,M001158,Kenny,Marchant,1951-02-23,M,R,,400656,1013059,16,839,141,0,TX,24,False,4824
257,M001179,Tom,Marino,1952-08-15,M,R,,412468,95129,10,45,20,0,PA,12,False,4212
258,M001198,Roger,Marshall,1960-08-09,M,R,,412704,103425,4,839,47,0,KS,1,False,2001
259,M001184,Thomas,Massie,1971-01-13,M,R,,412503,79951,10,839,24,6,KY,4,False,2104
260,M001199,Brian,Mast,1980-07-10,M,R,,412698,104540,4,839,47,0,FL,18,False,1218
261,M001163,Doris,Matsui,1944-09-25,F,D,,400663,26602,16,839,8,0,CA,6,False,0606
262,M001209,Ben,McAdams,1974-12-05,M,D,,412829,,2,839,2,0,UT,4,False,4904
263,M001208,Lucy,McBath,1960-06-01,F,D,,412769,,2,839,2,0,GA,6,False,1306
264,M001165,Kevin,McCarthy,1965-01-26,M,R,House Minority Leader,412190,85231,14,839,15,0,CA,23,False,0623
265,M001157,Michael,McCaul,1962-01-14,M,R,,400654,1013056,16,839,6,0,TX,10,False,4810
266,M001177,Tom,McClintock,1956-07-10,M,R,,412295,30359,12,839,17,0,CA,4,False,0604
267,M001143,Betty,McCollum,1954-07-12,F,D,,400259,86670,20,839,0,1,MN,4,False,2704
268,M001200,A.,McEachin,1961-10-10,M,D,,412728,103621,4,839,176,0,VA,4,False,5104
