,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,district,at_large,geoid,state_names
28,B000403,Douglas,Bereuter,1939-10-06,M,R,False,400023,,14,932,8.0,1.0,NE,1,False,3101,Nebraska
29,B000410,Howard,Berman,1941-04-15,M,D,False,400025,1592.0,10,932,83.0,0.0,CA,26,False,626,California
30,B000431,Tom,Bevill,1921-03-27,M,D,False,401417,,26,932,50.0,0.0,AL,4,False,104,Alabama
31,B000462,James,Bilbray,1938-05-19,M,D,False,401446,,6,932,21.0,0.0,NV,1,False,3201,Nevada
32,B000463,Michael,Bilirakis,1930-07-16,M,R,False,400028,,10,932,34.0,1.0,FL,9,False,1209,Florida
33,B000517,Lucien,Blackwell,1931-08-01,M,D,False,401494,,2,932,33.0,0.0,PA,2,False,4202,Pennsylvania
35,B000556,Tom,Bliley,1932-01-28,M,R,False,400571,,12,932,18.0,1.0,VA,3,False,5103,Virginia
36,B000586,Sherwood,Boehlert,1936-09-28,M,R,False,400035,,10,932,9.0,0.0,NY,25,False,3625,New York
37,B000589,John,Boehner,1949-11-17,M,R,False,400036,16740.0,2,932,21.0,1.0,OH,8,False,3908,Ohio
38,B000619,David,Bonior,1945-06-06,M,D,False,400527,,16,932,108.0,0.0,MI,12,False,2612,Michigan
39,B000644,Robert,Borski,1948-10-20,M,D,False,400542,,10,932,18.0,0.0,PA,3,False,4203,Pennsylvania
40,B000657,Rick,Boucher,1946-08-01,M,D,False,400043,6736.0,10,932,43.0,0.0,VA,9,False,5109,Virginia
41,B000711,Barbara,Boxer,1940-11-11,F,D,False,300011,2470.0,10,932,310.0,0.0,CA,6,False,606,California
42,B000817,Bill,Brewster,1941-11-08,M,D,False,401774,,2,932,26.0,0.0,OK,3,False,4003,Oklahoma
43,B000880,Jack,Brooks,1922-12-18,M,D,False,401837,,40,932,53.0,6.0,TX,9,False,4809,Texas
44,B000890,William,Broomfield,1922-04-28,M,R,False,401847,,36,932,101.0,4.0,MI,18,False,2618,Michigan
45,B000897,Glen,Browder,1943-01-15,M,D,False,401854,,4,932,18.0,0.0,AL,3,False,103,Alabama
46,B000918,George,Brown,1920-03-06,M,D,False,400572,,28,932,69.0,0.0,CA,36,False,636,California
47,B000971,Terry,Bruce,1944-03-25,,D,False,401923,,8,932,28.0,0.0,IL,19,False,1719,Illinois
48,B000997,John,Bryant,1947-02-22,M,D,False,401947,,10,932,66.0,0.0,TX,5,False,4805,Texas
49,B001066,Jim,Bunning,1931-10-23,M,R,False,300014,1457.0,6,932,37.0,0.0,KY,4,False,2104,Kentucky
50,B001149,Dan,Burton,1938-06-21,M,R,False,400055,,10,932,20.0,1.0,IN,6,False,1806,Indiana
51,B001172,Albert,Bustamante,1935-04-08,M,D,False,402114,,8,932,123.0,0.0,TX,23,False,4823,Texas
52,B001220,Beverly,Byron,1932-07-27,F,D,False,402159,,14,932,61.0,0.0,MD,6,False,2406,Maryland
53,C000052,Sonny,Callahan,1932-09-11,,R,False,400500,,8,932,72.0,0.0,AL,1,False,101,Alabama
54,C000071,Dave,Camp,1953-07-09,M,R,False,400058,23039.0,2,932,6.0,0.0,MI,10,False,2610,Michigan
55,C000077,Ben,Campbell,1933-04-13,M,D,False,300017,,6,932,166.0,0.0,CO,3,False,803,Colorado
56,C000100,Tom,Campbell,1952-08-14,M,R,False,400573,,4,932,123.0,2.0,CA,12,False,612,California
57,C000141,Benjamin,Cardin,1943-10-05,M,D,False,400064,4004.0,6,932,15.0,1.0,MD,3,False,2403,Maryland
58,C000174,Thomas,Carper,1947-01-23,M,D,False,300019,663.0,10,932,24.0,0.0,DE,At-Large,True,1000,Delaware
59,C000178,Bob,Carr,1943-03-27,M,D,False,402325,,16,932,48.0,0.0,MI,6,False,2606,Michigan
60,C000293,Rodney,Chandler,1942-07-13,,R,False,402435,,10,932,138.0,2.0,WA,8,False,5308,Washington
61,C000312,Jim,Chapman,1945-03-08,M,D,False,402454,,8,932,83.0,0.0,TX,1,False,4801,Texas
62,C000488,William,Clay,1931-04-30,M,D,False,402626,,24,932,91.0,0.0,MO,1,False,2901,Missouri
63,C000503,Bob,Clement,1943-09-23,M,D,False,400548,,6,932,55.0,0.0,TN,5,False,4705,Tennessee
64,C000523,William,Clinger,1929-04-04,M,R,False,402657,,14,932,32.0,0.0,PA,23,False,4223,Pennsylvania
65,C000556,Howard,Coble,1931-03-18,M,R,False,400076,6961.0,8,932,11.0,1.0,NC,6,False,3706,North Carolina
66,C000621,Ronald,Coleman,1941-11-29,M,D,False,402750,,10,932,50.0,0.0,TX,16,False,4816,Texas
67,C000618,Earl,Coleman,1943-05-29,M,R,False,402747,,16,932,32.0,0.0,MO,6,False,2906,Missouri
68,C000634,Cardiss,Collins,1931-09-24,F,D,False,402763,1965.0,20,932,112.0,2.0,IL,7,False,1707,Illinois
69,C000633,Barbara-Rose,Collins,1939-04-13,F,D,False,402762,,2,932,77.0,0.0,MI,13,False,2613,Michigan
71,C000653,Larry,Combest,1945-03-20,M,R,False,400079,,8,932,10.0,0.0,TX,19,False,4819,Texas
72,C000670,Gary,Condit,1948-04-21,M,D,False,400505,,4,932,31.0,0.0,CA,15,False,615,California
73,C000709,Silvio,Conte,1921-11-09,,R,False,402833,,34,932,3.0,0.0,MA,1,False,2501,Massachusetts
74,C000714,John,Conyers,1929-05-16,M,D,False,400080,1824.0,28,932,154.0,0.0,MI,1,False,2601,Michigan
75,C000754,Jim,Cooper,1954-06-19,M,D,False,400081,1201.0,10,932,14.0,23.0,TN,4,False,4704,Tennessee
76,C000794,Jerry,Costello,1949-09-25,M,D,False,400082,6352.0,6,932,23.0,0.0,IL,21,False,1721,Illinois
77,C000807,Robert,Coughlin,1929-04-11,M,R,False,402926,,24,932,114.0,1.0,PA,13,False,4213,Pennsylvania
78,C000830,Christopher,Cox,1952-10-16,M,R,False,400083,,4,932,55.0,1.0,CA,40,False,640,California
79,C000836,John,Cox,1947-07-10,M,D,False,402953,,2,932,6.0,0.0,IL,16,False,1716,Illinois
80,C000846,William,Coyne,1936-08-24,M,D,False,400543,,12,932,15.0,0.0,PA,14,False,4214,Pennsylvania
81,C000868,Robert,Cramer,1947-08-22,M,D,False,400084,,2,932,10.0,0.0,AL,5,False,105,Alabama
82,C000873,Philip,Crane,1930-11-03,M,R,False,400085,,24,932,62.0,0.0,IL,12,False,1712,Illinois
83,C000994,Randy,Cunningham,1941-12-08,M,R,False,400091,,2,932,34.0,0.0,CA,44,False,644,California
84,D000044,William,Dannemeyer,1929-09-22,M,R,False,403184,,14,932,171.0,0.0,CA,39,False,639,California
85,D000051,George,Darden,1943-11-22,M,D,False,403190,,10,932,22.0,0.0,GA,7,False,1307,Georgia
86,D000131,Robert,Davis,1932-07-31,M,R,False,403266,,14,932,111.0,0.0,MI,11,False,2611,Michigan
87,D000203,Eligio,de la Garza,1927-09-22,M,D,False,403308,,28,932,83.0,0.0,TX,15,False,4815,Texas
89,D000191,Peter,DeFazio,1947-05-27,M,D,False,400100,6068.0,6,932,52.0,0.0,OR,4,False,4104,Oregon
90,D000216,Rosa,DeLauro,1943-03-02,F,D,False,400103,19040.0,2,932,6.0,0.0,CT,3,False,903,Connecticut
91,D000217,Thomas,DeLay,1947-04-08,M,R,False,400104,,8,932,41.0,1.0,TX,22,False,4822,Texas
92,D000222,Ronald,Dellums,1935-11-24,M,D,False,403364,,22,932,62.0,1.0,CA,8,False,608,California
93,D000267,Butler,Derrick,1936-09-30,M,D,False,403403,,18,932,19.0,0.0,SC,3,False,4503,South Carolina
94,D000326,William,Dickinson,1925-06-05,M,R,False,403446,,28,932,120.0,0.0,AL,2,False,102,Alabama
95,D000327,Norman,Dicks,1940-12-16,M,D,False,400109,8131.0,16,932,44.0,0.0,WA,6,False,5306,Washington
96,D000355,John,Dingell,1926-07-08,M,D,False,400110,470.0,38,932,59.0,1.0,MI,16,False,2616,Michigan
97,D000373,Julian,Dixon,1934-08-08,M,D,False,400580,,14,932,80.0,0.0,CA,28,False,628,California
98,D000416,Brian,Donnelly,1946-03-02,,D,False,403529,,14,932,92.0,0.0,MA,11,False,2511,Massachusetts
99,D000424,Calvin,Dooley,1954-01-11,M,D,False,400112,,2,932,32.0,0.0,CA,17,False,617,California
100,D000429,John,Doolittle,1950-10-30,M,R,False,400113,,2,932,27.0,1.0,CA,14,False,614,California
101,D000432,Byron,Dorgan,1942-05-14,M,D,False,300037,2318.0,12,932,22.0,0.0,ND,At-Large,True,3800,North Dakota
102,D000435,Robert,Dornan,1933-04-03,M,R,False,403545,,14,932,70.0,0.0,CA,38,False,638,California
103,D000471,Thomas,Downey,1949-01-28,M,D,False,403581,,18,932,31.0,0.0,NY,2,False,3602,New York
104,D000492,David,Dreier,1952-07-05,M,R,False,400115,,12,932,24.0,0.0,CA,33,False,633,California
105,D000533,John,Duncan,1947-07-21,M,R,False,400116,6114.0,4,932,13.0,0.0,TN,2,False,4702,Tennessee
106,D000563,Richard,Durbin,1944-11-21,M,D,False,300038,6741.0,10,932,15.0,0.0,IL,20,False,1720,Illinois
107,D000586,Bernard,Dwyer,1921-01-24,,D,False,403689,,12,932,128.0,0.0,NJ,6,False,3406,New Jersey
108,D000592,Mervyn,Dymally,1926-05-12,,D,False,403695,,12,932,349.0,0.0,CA,31,False,631,California
109,E000013,Joseph,Early,1933-01-31,M,D,False,403709,,18,932,53.0,0.0,MA,3,False,2503,Massachusetts
110,E000031,Dennis,Eckart,1950-04-06,,D,False,403726,,12,932,37.0,0.0,OH,11,False,3911,Ohio
111,E000077,Marvin,Edwards,1937-07-12,,R,False,403769,,16,932,161.0,2.0,OK,5,False,4005,Oklahoma
112,E000064,Don,Edwards,1915-01-06,M,D,False,403776,,30,932,30.0,1.0,CA,10,False,610,California
113,E000063,Chet,Edwards,1951-11-24,M,D,False,400118,20693.0,2,932,14.0,1.0,TX,11,False,4811,Texas
114,E000174,Bill,Emerson,1938-01-01,M,R,False,403864,,12,932,8.0,0.0,MO,8,False,2908,Missouri
115,E000179,Eliot,Engel,1947-02-18,M,D,False,400122,6109.0,4,932,68.0,0.0,NY,19,False,3619,New York
116,E000184,Glenn,English,1940-11-30,M,D,False,403873,,18,932,12.0,0.0,OK,6,False,4006,Oklahoma
117,E000201,Ben,Erdreich,1938-12-09,,D,False,403888,,10,932,9.0,0.0,AL,6,False,106,Alabama
118,E000218,Mike,Espy,1953-11-30,M,D,False,403904,,6,932,37.0,0.0,MS,2,False,2802,Mississippi
119,E000250,Lane,Evans,1951-08-04,M,D,False,400126,,10,932,3.0,0.0,IL,17,False,1717,Illinois
120,E000282,Thomas,Ewing,1935-09-19,M,R,False,400581,,2,932,25.0,0.0,IL,15,False,1715,Illinois
122,F000041,Dante,Fascell,1917-03-09,,D,False,404002,,38,932,45.0,0.0,FL,19,False,1219,Florida
123,F000049,Harris,Fawell,1929-03-25,M,R,False,404009,,8,932,26.0,1.0,IL,13,False,1713,Illinois
124,F000053,Vic,Fazio,1942-10-11,M,D,False,404013,,14,932,30.0,0.0,CA,4,False,604,California
125,F000059,Edward,Feighan,1947-10-22,M,D,False,404019,,10,932,125.0,0.0,OH,19,False,3919,Ohio
126,F000111,Jack,Fields,1952-02-03,M,R,False,404068,,12,932,43.0,1.0,TX,8,False,4808,Texas
127,F000141,Hamilton,Fish,1926-06-03,M,R,False,404097,,24,932,45.0,1.0,NY,21,False,3621,New York
128,F000184,Floyd,Flake,1945-01-30,M,D,False,404139,,6,932,92.0,1.0,NY,6,False,3606,New York
129,F000235,Tom,Foglietta,1928-12-03,M,D,False,404190,,12,932,92.0,0.0,PA,1,False,4201,Pennsylvania
130,F000239,Thomas,Foley,1929-03-06,M,D,False,404193,,28,932,901.0,1.0,WA,5,False,5305,Washington
131,F000270,William,Ford,1927-08-06,M,D,False,404220,,28,932,81.0,0.0,MI,15,False,2615,Michigan
132,F000261,Harold,Ford,1945-05-20,M,D,False,404213,,18,932,223.0,0.0,TN,9,False,4709,Tennessee
133,F000339,Barney,Frank,1940-03-31,M,D,False,400140,,12,932,62.0,1.0,MA,4,False,2504,Massachusetts
134,F000348,Gary,Franks,1953-02-09,M,R,False,404296,,2,932,18.0,0.0,CT,5,False,905,Connecticut
135,F000392,Martin,Frost,1942-01-01,M,D,False,400143,,14,932,76.0,0.0,TX,24,False,4824,Texas
137,G000021,Elton,Gallegly,1944-03-07,M,R,False,400144,6712.0,6,932,30.0,1.0,CA,21,False,621,California
138,G000025,Dean,Gallo,1935-11-23,M,R,False,404401,,8,932,23.0,0.0,NJ,11,False,3411,New Jersey
139,G000105,Joseph,Gaydos,1926-07-03,M,D,False,404477,,26,932,166.0,0.0,PA,20,False,4220,Pennsylvania
140,G000120,Sam,Gejdenson,1948-05-20,M,D,False,400585,,12,932,9.0,0.0,CT,2,False,902,Connecticut
141,G000121,George,Gekas,1930-04-14,M,R,False,400544,,10,932,36.0,0.0,PA,17,False,4217,Pennsylvania
142,G000132,Richard,Gephardt,1941-01-31,M,D,False,400146,,16,932,72.0,0.0,MO,3,False,2903,Missouri
143,G000134,Pete,Geren,1952-01-29,M,D,False,404503,,4,932,28.0,0.0,TX,12,False,4812,Texas
144,G000153,Sam,Gibbons,1920-01-20,M,D,False,404520,,30,932,42.0,0.0,FL,7,False,1207,Florida
145,G000180,Wayne,Gilchrest,1946-04-15,M,R,False,400149,,2,932,20.0,0.0,MD,1,False,2401,Maryland
146,G000210,Paul,Gillmor,1939-02-01,M,R,False,400150,,4,932,27.0,1.0,OH,5,False,3905,Ohio
147,G000212,Benjamin,Gilman,1922-12-06,M,R,False,400536,,20,932,7.0,0.0,NY,22,False,3622,New York
148,G000225,Newt,Gingrich,1943-06-17,M,R,False,404587,,14,932,93.0,1.0,GA,6,False,1306,Georgia
149,G000240,Dan,Glickman,1944-11-24,M,D,False,404602,,16,932,27.0,0.0,KS,4,False,2004,Kansas
150,G000272,Henry,Gonzalez,1916-05-03,M,D,False,404634,,32,932,0.0,5.0,TX,20,False,4820,Texas
151,G000291,William,Goodling,1927-12-05,M,R,False,400586,,18,932,35.0,11.0,PA,19,False,4219,Pennsylvania
152,G000309,Bart,Gordon,1949-01-24,M,D,False,400155,5452.0,8,932,30.0,0.0,TN,6,False,4706,Tennessee
153,G000336,Porter,Goss,1938-11-26,M,R,False,400156,,4,932,0.0,0.0,FL,13,False,1213,Florida
154,G000349,Willis,Gradison,1928-12-28,M,R,False,404705,,18,932,33.0,0.0,OH,2,False,3902,Ohio
155,G000371,Fred,Grandy,1948-06-29,M,R,False,404723,,6,932,18.0,0.0,IA,6,False,1906,Iowa
156,G000402,William,Gray,1941-08-20,M,D,False,404752,,14,932,74.0,0.0,PA,2,False,4202,Pennsylvania
157,G000417,Sedgwick,Green,1929-10-16,,R,False,404765,,16,932,35.0,1.0,NY,15,False,3615,New York
158,G000511,Frank,Guarini,1924-08-20,M,D,False,404856,,14,932,59.0,0.0,NJ,14,False,3414,New Jersey
159,G000524,Steve,Gunderson,1951-05-10,M,R,False,404869,,12,932,12.0,1.0,WI,3,False,5503,Wisconsin
160,H000067,Ralph,Hall,1923-05-03,M,D,False,400165,7354.0,12,932,11.0,0.0,TX,4,False,4804,Texas
161,H000074,Tony,Hall,1942-01-16,M,D,False,400538,,14,932,44.0,0.0,OH,3,False,3903,Ohio
162,H000114,Lee,Hamilton,1931-04-20,M,D,False,404996,,28,932,2.0,0.0,IN,9,False,1809,Indiana
163,H000124,John,Hammerschmidt,1922-05-04,M,R,False,405006,,26,932,52.0,0.0,AR,3,False,503,Arkansas
164,H000151,Melton,Hancock,1929-09-14,M,R,False,405033,,4,932,10.0,0.0,MO,7,False,2907,Missouri
165,H000172,James,Hansen,1932-08-14,M,R,False,400552,,12,932,59.0,1.0,UT,1,False,4901,Utah
166,H000236,Claude,Harris,1940-06-29,,D,False,405114,,6,932,12.0,0.0,AL,7,False,107,Alabama
167,H000323,J. Dennis,Hastert,1942-01-02,M,R,False,400169,,6,932,27.0,0.0,IL,14,False,1714,Illinois
168,H000340,Charles,Hatcher,1939-07-01,M,D,False,405209,,12,932,272.0,0.0,GA,2,False,1302,Georgia
169,H000390,James,Hayes,1946-12-21,M,D,False,405258,,6,932,152.0,1.0,LA,7,False,2207,Louisiana
170,H000388,Charles,Hayes,1918-02-17,M,D,False,405256,,10,932,9.0,0.0,IL,1,False,1701,Illinois
171,H000444,Joel,Hefley,1935-04-18,M,R,False,400174,,6,932,23.0,0.0,CO,5,False,805,Colorado
172,H000448,Bill,Hefner,1930-04-11,M,D,False,405313,,18,932,189.0,0.0,NC,8,False,3708,North Carolina
173,H000514,Paul,Henry,1942-07-09,M,R,False,405377,,8,932,17.0,1.0,MI,5,False,2605,Michigan
174,H000528,Wally,Herger,1945-05-20,M,R,False,400176,12557.0,6,932,54.0,0.0,CA,2,False,602,California
175,H000547,Dennis,Hertel,1948-12-07,,D,False,405409,,12,932,65.0,0.0,MI,14,False,2614,Michigan
176,H000652,Peter,Hoagland,1941-11-17,M,D,False,405507,,4,932,9.0,0.0,NE,2,False,3102,Nebraska
177,H000666,David,Hobson,1936-10-17,M,R,False,400180,,2,932,2.0,0.0,OH,7,False,3907,Ohio
178,H000670,George,Hochbrueckner,1938-09-20,M,D,False,405524,,6,932,18.0,0.0,NY,1,False,3601,New York
179,H000729,Clyde,Holloway,1943-11-28,,R,False,405580,,6,932,146.0,1.0,LA,8,False,2208,Louisiana
180,H000776,Larry,Hopkins,1933-10-25,,R,False,405626,,14,932,290.0,0.0,KY,6,False,2106,Kentucky
181,H000788,Joan,Horn,1936-10-18,,D,False,405638,,2,932,2.0,0.0,MO,2,False,2902,Missouri
182,H000797,Frank,Horton,1919-12-12,M,R,False,405646,,30,932,61.0,0.0,NY,29,False,3629,New York
183,H000814,Amory,Houghton,1926-08-07,M,R,False,400188,,6,932,39.0,0.0,NY,34,False,3634,New York
184,H000874,Steny,Hoyer,1939-06-14,M,D,False,400189,1919.0,12,932,23.0,0.0,MD,5,False,2405,Maryland
185,H000878,Carroll,Hubbard,1937-07-07,,D,False,405724,,18,932,65.0,0.0,KY,1,False,2101,Kentucky
186,H000901,Thomas,Huckaby,1941-07-19,M,D,False,405747,,16,932,136.0,0.0,LA,5,False,2205,Louisiana
187,H000930,William,Hughes,1932-10-17,M,D,False,405775,,18,932,16.0,0.0,NJ,2,False,3402,New Jersey
188,H000981,Duncan,Hunter,1948-05-31,M,R,False,400191,,12,932,71.0,1.0,CA,45,False,645,California
189,H001018,Earl,Hutto,1926-05-12,M,D,False,405855,,14,932,38.0,0.0,FL,1,False,1201,Florida
190,H001022,Henry,Hyde,1924-04-18,M,R,False,400192,,18,932,144.0,0.0,IL,6,False,1706,Illinois
191,I000024,James,Inhofe,1934-11-17,M,R,False,300055,5619.0,6,932,29.0,0.0,OK,1,False,4001,Oklahoma
192,I000029,Andrew,Ireland,1930-08-23,M,R,False,405887,,16,932,189.0,0.0,FL,10,False,1210,Florida
193,J000033,Andrew,Jacobs,1932-02-24,M,D,False,405939,,26,932,37.0,0.0,IN,10,False,1810,Indiana
194,J000047,Craig,James,1941-05-05,,R,False,405952,,4,932,8.0,14.0,FL,4,False,1204,Florida
195,J000070,William,Jefferson,1947-03-14,M,D,False,400201,,2,932,124.0,0.0,LA,2,False,2202,Louisiana
196,J000083,Edgar,Jenkins,1933-01-04,M,D,False,405985,,16,932,69.0,0.0,GA,9,False,1309,Georgia
197,J000177,Tim,Johnson,1946-12-28,M,D,False,300058,2545.0,6,932,8.0,0.0,SD,At-Large,True,4600,South Dakota
198,J000174,Sam,Johnson,1930-10-11,M,R,False,400206,18711.0,2,932,32.0,1.0,TX,3,False,4803,Texas
199,J000163,Nancy,Johnson,1935-01-05,F,R,False,400205,,10,932,24.0,1.0,CT,6,False,906,Connecticut
200,J000187,Harry,Johnston,1931-12-02,M,D,False,406082,,4,932,51.0,0.0,FL,14,False,1214,Florida
201,J000256,Walter,Jones,1913-08-19,M,D,False,406148,,28,932,68.0,0.0,NC,1,False,3701,North Carolina
202,J000211,Ben,Jones,1941-08-30,,D,False,406106,,4,932,155.0,0.0,GA,4,False,1304,Georgia
203,J000265,James,Jontz,1951-12-18,M,D,False,406157,,6,932,3.0,0.0,IN,5,False,1805,Indiana
204,K000008,Paul,Kanjorski,1937-04-02,M,D,False,400210,5974.0,8,932,5.0,0.0,PA,11,False,4211,Pennsylvania
205,K000009,Marcy,Kaptur,1946-06-17,F,D,False,400211,1458.0,10,932,51.0,0.0,OH,9,False,3909,Ohio
206,K000016,John,Kasich,1952-05-13,M,R,False,400590,1620.0,10,932,23.0,0.0,OH,12,False,3912,Ohio
207,K000110,Joseph,Kennedy,1952-09-24,M,D,False,406277,,6,932,53.0,0.0,MA,8,False,2508,Massachusetts
208,K000118,Barbara,Kennelly,1936-07-10,F,D,False,406284,,12,932,13.0,0.0,CT,1,False,901,Connecticut
209,K000172,Dale,Kildee,1929-09-16,M,D,False,400216,6743.0,16,932,0.0,0.0,MI,7,False,2607,Michigan
210,K000259,Gerald,Kleczka,1943-11-26,M,D,False,400223,,10,932,46.0,0.0,WI,4,False,5504,Wisconsin
211,K000274,Scott,Klug,1953-01-16,M,R,False,406431,,2,932,23.0,1.0,WI,2,False,5502,Wisconsin
212,K000306,James,Kolbe,1942-06-28,M,R,False,400226,,8,932,22.0,1.0,AZ,5,False,405,Arizona
213,K000307,Joseph,Kolter,1926-09-03,M,D,False,406461,,10,932,205.0,0.0,PA,4,False,4204,Pennsylvania
214,K000312,Michael,Kopetski,1949-10-27,M,D,False,406466,,2,932,20.0,0.0,OR,5,False,4105,Oregon
215,K000319,Peter,Kostmayer,1946-09-27,M,D,False,406473,,14,932,19.0,0.0,PA,8,False,4208,Pennsylvania
216,K000352,Jon,Kyl,1942-04-25,M,R,False,300062,,6,932,2.0,1.0,AZ,4,False,404,Arizona
217,L000556,John,LaFalce,1939-10-06,M,D,False,400537,,18,932,46.0,0.0,NY,32,False,3632,New York
218,L000020,Robert,Lagomarsino,1926-09-04,M,R,False,406530,,20,932,26.0,1.0,CA,19,False,619,California
219,L000045,H. Martin,Lancaster,1943-03-24,M,D,False,406554,,6,932,25.0,0.0,NC,3,False,3703,North Carolina
220,L000090,Tom,Lantos,1928-02-01,M,D,False,400231,,12,932,49.0,0.0,CA,11,False,611,California
221,L000098,Larry,LaRocco,1946-08-25,M,D,False,406605,,2,932,14.0,0.0,ID,1,False,1601,Idaho
222,L000119,Gregory,Laughlin,1942-01-21,M,D,False,406625,,4,932,72.0,0.0,TX,14,False,4814,Texas
223,L000169,James,Leach,1942-10-15,M,R,False,400236,,16,932,21.0,2.0,IA,1,False,1901,Iowa
224,L000226,William,Lehman,1913-10-05,M,D,False,406730,,20,932,240.0,0.0,FL,17,False,1217,Florida
225,L000225,Richard,Lehman,1948-07-20,M,D,False,406729,,10,932,77.0,0.0,CA,18,False,618,California
226,L000243,Norman,Lent,1931-03-23,,R,False,406746,,22,932,92.0,1.0,NY,4,False,3604,New York
227,L000263,Sander,Levin,1931-09-06,M,D,False,400238,251.0,10,932,1.0,2.0,MI,17,False,2617,Michigan
228,L000264,Meldon,Levine,1943-06-07,,D,False,406765,,10,932,406.0,0.0,CA,27,False,627,California
229,L000287,John,Lewis,1940-02-21,M,D,False,400240,2528.0,6,932,33.0,0.0,GA,5,False,1305,Georgia
230,L000274,Jerry,Lewis,1934-10-21,M,R,False,400239,1001646.0,14,932,55.0,1.0,CA,35,False,635,California
231,L000295,Thomas,Lewis,1924-10-26,M,R,False,406790,,10,932,33.0,1.0,FL,12,False,1212,Florida
232,L000305,James,Lightfoot,1938-09-27,M,R,False,406799,,8,932,26.0,1.0,IA,5,False,1905,Iowa
233,L000342,William,Lipinski,1937-12-22,M,D,False,400243,,10,932,89.0,0.0,IL,5,False,1705,Illinois
234,L000371,Bob,Livingston,1943-04-30,M,R,False,406863,,16,932,91.0,1.0,LA,1,False,2201,Louisiana
235,L000381,Marilyn,Lloyd,1929-01-03,F,D,False,406873,,18,932,115.0,0.0,TN,3,False,4703,Tennessee
236,L000420,Jill,Long Thompson,1952-07-15,F,D,False,406920,,4,932,1.0,0.0,IN,4,False,1804,Indiana
237,L000479,William,Lowery,1947-05-02,M,R,False,406968,,12,932,129.0,1.0,CA,41,False,641,California
