,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,district,at_large,geoid
100,D000327,Norman,Dicks,1940-12-16,M,D,,400109,8131,12,,,,WA,6,False,5306
101,D000355,John,Dingell,1926-07-08,M,D,,400110,470,34,,,,MI,16,False,2616
102,D000359,Joseph,DioGuardi,1940-09-20,M,R,,403476,,4,,,,NY,20,False,3620
103,D000373,Julian,Dixon,1934-08-08,M,D,,400580,,10,,,,CA,28,False,0628
104,D000416,Brian,Donnelly,1946-03-02,,D,,403529,,10,,,,MA,11,False,2511
105,D000432,Byron,Dorgan,1942-05-14,M,D,,300037,2318,8,,,,ND,At-Large,True,3800
106,D000435,Robert,Dornan,1933-04-03,M,R,,403545,,10,,,,CA,38,False,0638
107,D000466,Charles,Dowdy,1943-07-27,M,D,,403576,,8,,,,MS,4,False,2804
108,D000471,Thomas,Downey,1949-01-28,M,D,,403581,,14,,,,NY,2,False,3602
109,D000492,David,Dreier,1952-07-05,M,R,,400115,,8,,,,CA,33,False,0633
110,D000534,John,Duncan,1919-03-24,M,R,,403641,,24,,,,TN,2,False,4702
111,D000563,Richard,Durbin,1944-11-21,M,D,,300038,6741,6,,,,IL,20,False,1720
112,D000586,Bernard,Dwyer,1921-01-24,,D,,403689,,8,,,,NJ,6,False,3406
113,D000592,Mervyn,Dymally,1926-05-12,,D,,403695,,8,,,,CA,31,False,0631
114,D000593,Royden,Dyson,1948-11-15,,D,,403696,,8,,,,MD,1,False,2401
115,E000013,Joseph,Early,1933-01-31,M,D,,403709,,14,,,,MA,3,False,2503
116,E000031,Dennis,Eckart,1950-04-06,,D,,403726,,8,,,,OH,11,False,3911
117,E000064,Don,Edwards,1915-01-06,M,D,,403776,,26,,,,CA,10,False,0610
118,E000077,Marvin,Edwards,1937-07-12,,R,,403769,,12,,,,OK,5,False,4005
119,E000174,Bill,Emerson,1938-01-01,M,R,,403864,,8,,,,MO,8,False,2908
120,E000184,Glenn,English,1940-11-30,M,D,,403873,,14,,,,OK,6,False,4006
121,E000201,Ben,Erdreich,1938-12-09,,D,,403888,,6,,,,AL,6,False,0106
122,E000218,Mike,Espy,1953-11-30,M,D,,403904,,2,,,,MS,2,False,2802
123,E000250,Lane,Evans,1951-08-04,M,D,,400126,,6,,,,IL,17,False,1717
124,F000041,Dante,Fascell,1917-03-09,,D,,404002,,34,,,,FL,19,False,1219
125,F000046,Walter,Fauntroy,1933-02-06,M,D,,404006,,18,,,,DC,At-Large,True,1198
126,F000049,Harris,Fawell,1929-03-25,M,R,,404009,,4,,,,IL,13,False,1713
127,F000053,Vic,Fazio,1942-10-11,M,D,,404013,,10,,,,CA,4,False,0604
128,F000059,Edward,Feighan,1947-10-22,M,D,,404019,,6,,,,OH,19,False,3919
129,F000111,Jack,Fields,1952-02-03,M,R,,404068,,8,,,,TX,8,False,4808
130,F000141,Hamilton,Fish,1926-06-03,M,R,,404097,,20,,,,NY,21,False,3621
131,F000184,Floyd,Flake,1945-01-30,M,D,,404139,,2,,,,NY,6,False,3606
132,F000208,Ronnie,Flippo,1937-08-15,,D,,404163,,12,,,,AL,5,False,0105
133,F000215,James,Florio,1937-08-29,M,D,,404170,,14,,,,NJ,1,False,3401
134,F000235,Tom,Foglietta,1928-12-03,M,D,,404190,,8,,,,PA,1,False,4201
135,F000239,Thomas,Foley,1929-03-06,M,D,,404193,,24,,,,WA,5,False,5305
136,F000270,William,Ford,1927-08-06,M,D,,404220,,24,,,,MI,15,False,2615
137,F000261,Harold,Ford,1945-05-20,M,D,,404213,,14,,,,TN,9,False,4709
138,F000339,Barney,Frank,1940-03-31,M,D,,400140,,8,,,,MA,4,False,2504
139,F000380,William,Frenzel,1928-07-31,M,R,,404325,,18,,,,MN,3,False,2703
140,F000392,Martin,Frost,1942-01-01,M,D,,400143,,10,,,,TX,24,False,4824
141,F000435,Jaime,Fuster,1941-01-12,M,D,,404376,,4,,,,PR,At-Large,True,7298
142,G000021,Elton,Gallegly,1944-03-07,M,R,,400144,6712,2,,,,CA,21,False,0621
143,G000025,Dean,Gallo,1935-11-23,M,R,,404401,,4,,,,NJ,11,False,3411
144,G000047,Robert,Garcia,1933-01-09,M,D,,404422,,12,,,,NY,18,False,3618
145,G000105,Joseph,Gaydos,1926-07-03,M,D,,404477,,22,,,,PA,20,False,4220
146,G000120,Sam,Gejdenson,1948-05-20,M,D,,400585,,8,,,,CT,2,False,0902
147,G000121,George,Gekas,1930-04-14,M,R,,400544,,6,,,,PA,17,False,4217
148,G000132,Richard,Gephardt,1941-01-31,M,D,,400146,,12,,,,MO,3,False,2903
149,G000153,Sam,Gibbons,1920-01-20,M,D,,404520,,26,,,,FL,7,False,1207
150,G000212,Benjamin,Gilman,1922-12-06,M,R,,400536,,16,,,,NY,22,False,3622
151,G000225,Newt,Gingrich,1943-06-17,M,R,,404587,,10,,,,GA,6,False,1306
152,G000240,Dan,Glickman,1944-11-24,M,D,,404602,,12,,,,KS,4,False,2004
153,G000272,Henry,Gonzalez,1916-05-03,M,D,,404634,,28,,,,TX,20,False,4820
154,G000291,William,Goodling,1927-12-05,M,R,,400586,,14,,,,PA,19,False,4219
155,G000309,Bart,Gordon,1949-01-24,M,D,,400155,5452,4,,,,TN,6,False,4706
156,G000349,Willis,Gradison,1928-12-28,M,R,,404705,,14,,,,OH,2,False,3902
157,G000371,Fred,Grandy,1948-06-29,M,R,,404723,,2,,,,IA,6,False,1906
158,G000382,James,Grant,1943-09-21,M,D,,404733,,2,,,,FL,2,False,1202
159,G000400,Kenneth,Gray,1924-11-14,M,D,,404750,,24,,,,IL,22,False,1722
160,G000402,William,Gray,1941-08-20,M,D,,404752,,10,,,,PA,2,False,4202
161,G000417,Sedgwick,Green,1929-10-16,,R,,404765,,12,,,,NY,15,False,3615
162,G000445,Judd,Gregg,1947-02-14,M,R,,300049,,8,,,,NH,2,False,3302
163,G000511,Frank,Guarini,1924-08-20,M,D,,404856,,10,,,,NJ,14,False,3414
164,G000524,Steve,Gunderson,1951-05-10,M,R,,404869,,8,,,,WI,3,False,5503
165,H000067,Ralph,Hall,1923-05-03,M,D,,400165,7354,8,,,,TX,4,False,4804
166,H000074,Tony,Hall,1942-01-16,M,D,,400538,,10,,,,OH,3,False,3903
167,H000114,Lee,Hamilton,1931-04-20,M,D,,404996,,24,,,,IN,9,False,1809
168,H000124,John,Hammerschmidt,1922-05-04,M,R,,405006,,22,,,,AR,3,False,0503
169,H000172,James,Hansen,1932-08-14,M,R,,400552,,8,,,,UT,1,False,4901
170,H000236,Claude,Harris,1940-06-29,,D,,405114,,2,,,,AL,7,False,0107
171,H000323,J. Dennis,Hastert,1942-01-02,M,R,,400169,,2,,,,IL,14,False,1714
172,H000340,Charles,Hatcher,1939-07-01,M,D,,405209,,8,,,,GA,2,False,1302
173,H000367,Augustus,Hawkins,1907-08-31,M,D,,405236,,26,,,,CA,29,False,0629
174,H000388,Charles,Hayes,1918-02-17,M,D,,405256,,6,,,,IL,1,False,1701
175,H000390,James,Hayes,1946-12-21,M,D,,405258,,2,,,,LA,7,False,2207
176,H000444,Joel,Hefley,1935-04-18,M,R,,400174,,2,,,,CO,5,False,0805
177,H000448,Bill,Hefner,1930-04-11,M,D,,405313,,14,,,,NC,8,False,3708
178,H000514,Paul,Henry,1942-07-09,M,R,,405377,,4,,,,MI,5,False,2605
179,H000528,Wally,Herger,1945-05-20,M,R,,400176,12557,2,,,,CA,2,False,0602
180,H000547,Dennis,Hertel,1948-12-07,,D,,405409,,8,,,,MI,14,False,2614
181,H000586,John,Hiler,1953-04-24,M,R,,405448,,8,,,,IN,3,False,1803
182,H000670,George,Hochbrueckner,1938-09-20,M,D,,405524,,2,,,,NY,1,False,3601
183,H000729,Clyde,Holloway,1943-11-28,,R,,405580,,2,,,,LA,8,False,2208
184,H000776,Larry,Hopkins,1933-10-25,,R,,405626,,10,,,,KY,6,False,2106
185,H000797,Frank,Horton,1919-12-12,M,R,,405646,,26,,,,NY,29,False,3629
186,H000814,Amory,Houghton,1926-08-07,M,R,,400188,,2,,,,NY,34,False,3634
187,H000840,James,Howard,1927-07-24,M,D,,405687,,24,,,,NJ,3,False,3403
188,H000874,Steny,Hoyer,1939-06-14,M,D,,400189,1919,8,,,,MD,5,False,2405
189,H000878,Carroll,Hubbard,1937-07-07,,D,,405724,,14,,,,KY,1,False,2101
190,H000901,Thomas,Huckaby,1941-07-19,M,D,,405747,,12,,,,LA,5,False,2205
191,H000930,William,Hughes,1932-10-17,M,D,,405775,,14,,,,NJ,2,False,3402
192,H000981,Duncan,Hunter,1948-05-31,M,R,,400191,,8,,,,CA,45,False,0645
193,H001018,Earl,Hutto,1926-05-12,M,D,,405855,,10,,,,FL,1,False,1201
194,H001022,Henry,Hyde,1924-04-18,M,R,,400192,,14,,,,IL,6,False,1706
195,I000024,James,Inhofe,1934-11-17,M,R,,300055,5619,2,,,,OK,1,False,4001
196,I000029,Andrew,Ireland,1930-08-23,M,R,,405887,,12,,,,FL,10,False,1210
197,J000033,Andrew,Jacobs,1932-02-24,M,D,,405939,,22,,,,IN,10,False,1810
198,J000072,James,Jeffords,1934-05-11,M,R,,300057,,14,,,,VT,At-Large,True,5000
199,J000083,Edgar,Jenkins,1933-01-04,M,D,,405985,,12,,,,GA,9,False,1309
200,J000163,Nancy,Johnson,1935-01-05,F,R,,400205,,6,,,,CT,6,False,0906
201,J000177,Tim,Johnson,1946-12-28,M,D,,300058,2545,2,,,,SD,At-Large,True,4600
202,J000256,Walter,Jones,1913-08-19,M,D,,406148,,24,,,,NC,1,False,3701
203,J000216,Ed,Jones,1912-04-20,,D,,406111,,20,,,,TN,8,False,4708
204,J000265,James,Jontz,1951-12-18,M,D,,406157,,2,,,,IN,5,False,1805
205,K000008,Paul,Kanjorski,1937-04-02,M,D,,400210,5974,4,,,,PA,11,False,4211
206,K000009,Marcy,Kaptur,1946-06-17,F,D,,400211,1458,6,,,,OH,9,False,3909
207,K000016,John,Kasich,1952-05-13,M,R,,400590,1620,6,,,,OH,12,False,3912
208,K000020,Robert,Kastenmeier,1924-01-24,M,D,,406191,,30,,,,WI,2,False,5502
209,K000086,Jack,Kemp,1935-07-13,M,R,,406255,,18,,,,NY,31,False,3631
210,K000110,Joseph,Kennedy,1952-09-24,M,D,,406277,,2,,,,MA,8,False,2508
211,K000118,Barbara,Kennelly,1936-07-10,F,D,,406284,,8,,,,CT,1,False,0901
212,K000172,Dale,Kildee,1929-09-16,M,D,,400216,6743,12,,,,MI,7,False,2607
213,K000259,Gerald,Kleczka,1943-11-26,M,D,,400223,,6,,,,WI,4,False,5504
214,K000306,James,Kolbe,1942-06-28,M,R,,400226,,4,,,,AZ,5,False,0405
215,K000307,Joseph,Kolter,1926-09-03,M,D,,406461,,6,,,,PA,4,False,4204
216,K000309,Ernest,Konnyu,1937-05-17,M,R,,406463,,2,,,,CA,12,False,0612
217,K000319,Peter,Kostmayer,1946-09-27,M,D,,406473,,10,,,,PA,8,False,4208
218,K000352,Jon,Kyl,1942-04-25,M,R,,300062,,2,,,,AZ,4,False,0404
219,L000556,John,LaFalce,1939-10-06,M,D,,400537,,14,,,,NY,32,False,3632
220,L000020,Robert,Lagomarsino,1926-09-04,M,R,,406530,,16,,,,CA,19,False,0619
221,L000045,H. Martin,Lancaster,1943-03-24,M,D,,406554,,2,,,,NC,3,False,3703
222,L000090,Tom,Lantos,1928-02-01,M,D,,400231,,8,,,,CA,11,False,0611
223,L000116,Delbert,Latta,1920-03-05,,R,,406622,,30,,,,OH,5,False,3905
224,L000169,James,Leach,1942-10-15,M,R,,400236,,12,,,,IA,1,False,1901
225,L000180,James,Leath,1931-05-06,M,D,,406682,,10,,,,TX,11,False,4811
226,L000225,Richard,Lehman,1948-07-20,M,D,,406729,,6,,,,CA,18,False,0618
227,L000226,William,Lehman,1913-10-05,M,D,,406730,,16,,,,FL,17,False,1217
228,L000237,George,Leland,1944-11-27,M,D,,406740,,10,,,,TX,18,False,4818
229,L000243,Norman,Lent,1931-03-23,,R,,406746,,18,,,,NY,4,False,3604
230,L000263,Sander,Levin,1931-09-06,M,D,,400238,251,6,,,,MI,17,False,2617
231,L000264,Meldon,Levine,1943-06-07,,D,,406765,,6,,,,CA,27,False,0627
232,L000287,John,Lewis,1940-02-21,M,D,,400240,2528,2,,,,GA,5,False,1305
233,L000274,Jerry,Lewis,1934-10-21,M,R,,400239,1001646,10,,,,CA,35,False,0635
234,L000295,Thomas,Lewis,1924-10-26,M,R,,406790,,6,,,,FL,12,False,1212
235,L000305,James,Lightfoot,1938-09-27,M,R,,406799,,4,,,,IA,5,False,1905
236,L000342,William,Lipinski,1937-12-22,M,D,,400243,,6,,,,IL,5,False,1705
237,L000371,Bob,Livingston,1943-04-30,M,R,,406863,,12,,,,LA,1,False,2201
238,L000381,Marilyn,Lloyd,1929-01-03,F,D,,406873,,14,,,,TN,3,False,4703
239,L000447,Trent,Lott,1941-10-09,M,R,,300069,1886,16,,,,MS,5,False,2805
240,L000479,William,Lowery,1947-05-02,M,R,,406968,,8,,,,CA,41,False,0641
241,L000486,Michael,Lowry,1939-03-08,M,D,,406974,,10,,,,WA,7,False,5307
242,L000506,Manuel,Lujan,1928-05-12,M,R,,406992,,20,,,,NM,1,False,3501
243,L000508,Thomas,Luken,1925-07-09,M,D,,406994,,14,,,,OH,1,False,3901
244,L000509,Donald,Lukens,1931-02-11,M,R,,406995,,6,,,,OH,8,False,3908
245,L000517,Dan,Lungren,1946-09-22,M,R,,400617,,10,,,,CA,42,False,0642
246,M000019,Connie,Mack,1940-10-29,M,R,,400562,,6,,,,FL,13,False,1213
247,M000023,Kenneth,MacKay,1933-03-22,M,D,,407051,,6,,,,FL,6,False,1206
248,M000041,Edward,Madigan,1936-01-13,M,R,,407069,,16,,,,IL,15,False,1715
249,M000117,Thomas,Manton,1932-11-03,M,D,,407141,,4,,,,NY,9,False,3609
250,M000133,Edward,Markey,1946-07-11,M,D,,400253,260,12,,,,MA,7,False,2507
251,M000139,Ronald,Marlenee,1935-08-08,,R,,407162,,12,,,,MT,At-Large,True,3002
252,M000174,David,Martin,1944-04-26,M,R,,407196,,8,,,,NY,26,False,3626
253,M000195,Lynn,Martin,1939-12-26,F,R,,407215,,8,,,,IL,16,False,1716
254,M000206,Matthew,Martinez,1929-02-14,M,D,,400595,,8,,,,CA,30,False,0630
255,M000249,Robert,Matsui,1941-09-17,M,D,,400256,,10,,,,CA,3,False,0603
256,M000264,Nicholas,Mavroules,1929-11-01,M,D,,407282,,10,,,,MA,6,False,2506
257,M000291,Romano,Mazzoli,1932-11-02,M,D,,407306,,18,,,,KY,3,False,2103
258,M000306,Alfred,McCandless,1927-07-23,M,R,,407320,,6,,,,CA,37,False,0637
259,M000342,Frank,McCloskey,1939-06-12,M,D,,407351,,6,,,,IN,8,False,1808
260,M000350,Bill,McCollum,1944-07-12,M,R,,400596,,8,,,,FL,5,False,1205
261,M000388,Jim,McCrery,1949-09-18,M,R,,400261,,2,,,,LA,4,False,2204
262,M000398,David,McCurdy,1950-03-30,M,D,,407399,,8,,,,OK,4,False,4004
263,M000399,Joseph,McDade,1931-09-29,M,R,,407400,,26,,,,PA,10,False,4210
264,M000432,Bob,McEwen,1950-01-12,,R,,407432,,8,,,,OH,6,False,3906
265,M000458,Raymond,McGrath,1942-03-27,M,R,,407457,,8,,,,NY,5,False,3605
266,M000473,Matthew,McHugh,1938-12-06,M,D,,407471,,14,,,,NY,28,False,3628
267,M000527,Stewart,McKinney,1931-01-30,,R,,407519,,18,,,,CT,4,False,0904
268,M000566,John,McMillan,1932-05-09,M,R,,407558,,4,,,,NC,9,False,3709
269,M000573,Charles,McMillen,1952-05-26,M,D,,407564,,2,,,,MD,4,False,2404
270,M000684,Jan,Meyers,1928-07-20,F,D,,407669,,2,,,,IN,5,False,1805
271,M000684,Jan,Meyers,1928-07-20,F,R,,407669,,4,,,,KS,3,False,2003
272,M000687,Kweisi,Mfume,1948-10-24,M,D,,407672,,2,,,,MD,7,False,2407
273,M000688,Daniel,Mica,1944-02-04,M,D,,407673,,10,,,,FL,14,False,1214
274,M000692,Robert,Michel,1923-03-02,M,R,,407676,,22,,,,IL,18,False,1718
275,M000718,Clarence,Miller,1917-11-01,M,R,,407700,,22,,,,OH,10,False,3910
276,M000725,George,Miller,1945-05-17,M,D,,400278,622,14,,,,CA,7,False,0607
277,M000736,John,Miller,1938-05-23,M,R,,407721,,4,,,,WA,1,False,5301
278,M000794,Norman,Mineta,1931-11-12,M,D,,407772,,14,,,,CA,13,False,0613
279,M000834,Joe,Moakley,1927-04-27,M,D,,400600,,16,,,,MA,9,False,2509
280,M000842,Guy,Molinari,1928-11-23,M,R,,407816,,8,,,,NY,14,False,3614
281,M000844,Alan,Mollohan,1943-05-14,M,D,,400281,8577,6,,,,WV,1,False,5401
282,M000865,Sonny,Montgomery,1920-08-05,M,D,,407838,,22,,,,MS,3,False,2803
283,M000881,Jim,Moody,1935-09-02,,D,,407853,,6,,,,WI,5,False,5505
284,M000926,Carlos,Moorhead,1922-05-06,M,R,,407899,,16,,,,CA,22,False,0622
285,M000941,Constance,Morella,1931-02-12,F,R,,400524,,2,,,,MD,8,False,2408
286,M000992,Bruce,Morrison,1944-10-08,,D,,407960,,6,,,,CT,3,False,0903
287,M000999,Sidney,Morrison,1933-05-13,,R,,407967,,8,,,,WA,4,False,5304
288,M001057,Robert,Mrazek,1945-11-06,M,D,,408023,,6,,,,NY,3,False,3603
289,M001088,Austin,Murphy,1927-06-17,M,D,,408052,,12,,,,PA,22,False,4222
290,M001120,John,Murtha,1932-06-17,M,D,,400286,,16,,,,PA,12,False,4212
291,M001130,John,Myers,1927-02-08,M,R,,408092,,22,,,,IN,7,False,1807
292,N000003,David,Nagle,1943-04-15,M,D,,408097,,2,,,,IA,3,False,1903
293,N000009,William,Natcher,1909-09-11,M,D,,408103,,36,,,,KY,2,False,2102
294,N000016,Stephen,Neal,1934-11-07,M,D,,408109,,14,,,,NC,5,False,3705
295,N000032,Bill,Nelson,1942-09-29,M,D,,300078,1931,10,,,,FL,11,False,1211
296,N000095,William,Nichols,1918-10-16,M,D,,408180,,22,,,,AL,3,False,0103
297,N000106,Howard,Nielson,1924-09-12,M,R,,408190,,6,,,,UT,3,False,4903
298,N000163,Henry,Nowak,1935-02-21,M,D,,408244,,14,,,,NY,33,False,3633
